sample_key,dataset_group,split,split_file,split_csv_row,image_path,mask_path,split_conflict,image_open_ok,mask_open_ok,same_shape,expected_bands,same_crs,transform_exact,transform_close_1e_9,transform_close_1e_6,transform_max_abs_difference,image_width,image_height,image_bands,mask_width,mask_height,mask_bands,mask_nodata,mask_unique_values,mask_values_valid,image_band1_min,image_band1_max,image_band2_min,image_band2_max,inspection_error,pixel_training_eligible
flood:train:Paraguay_191503_S1Hand:49270613be7e,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,134,data/external/sen1floods11/flood_sar/Paraguay_191503_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_191503_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-24.573827743530273,1.5352929830551147,-47.32033157348633,-6.007511615753174,,True
flood:train:Paraguay_198534_S1Hand:d398662503de,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,136,data/external/sen1floods11/flood_sar/Paraguay_198534_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_198534_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0,True,-32.36965560913086,-0.6622538566589355,-49.069862365722656,-7.403337478637695,,True
flood:train:Paraguay_212687_S1Hand:6f2422f34858,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,147,data/external/sen1floods11/flood_sar/Paraguay_212687_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_212687_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-22.92219352722168,-0.9431818723678589,-40.32464599609375,-8.058342933654785,,True
flood:train:Paraguay_215904_S1Hand:3f19355ea4ba,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,121,data/external/sen1floods11/flood_sar/Paraguay_215904_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_215904_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0,True,-25.813945770263672,1.3455549478530884,-47.58055114746094,-8.770272254943848,,True
flood:train:Paraguay_224845_S1Hand:8917a9993eb0,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,149,data/external/sen1floods11/flood_sar/Paraguay_224845_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_224845_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0,True,-23.17710304260254,-1.0015215873718262,-35.6918830871582,-9.65478801727295,,True
flood:train:Paraguay_225187_S1Hand:9f5c2701e981,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,154,data/external/sen1floods11/flood_sar/Paraguay_225187_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_225187_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-29.21370506286621,-0.0346970371901989,-48.00151824951172,-7.645862102508545,,True
flood:train:Paraguay_24341_S1Hand:7698cc86975f,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,130,data/external/sen1floods11/flood_sar/Paraguay_24341_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_24341_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-45.840023040771484,2.6553080081939697,-50.02437210083008,-7.350345611572266,,True
flood:train:Paraguay_246154_S1Hand:d01c586f7312,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,126,data/external/sen1floods11/flood_sar/Paraguay_246154_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_246154_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-23.16195297241211,-0.6292224526405334,-31.540002822875977,-7.997079372406006,,True
flood:train:Paraguay_247656_S1Hand:b779bd69e24f,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,123,data/external/sen1floods11/flood_sar/Paraguay_247656_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_247656_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-40.09366989135742,4.772086143493652,-47.17520523071289,-5.909398078918457,,True
flood:train:Paraguay_339807_S1Hand:7026043dfdd9,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,140,data/external/sen1floods11/flood_sar/Paraguay_339807_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_339807_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-40.8910026550293,-0.5821983218193054,-51.407508850097656,-7.260214805603027,,True
flood:train:Paraguay_36015_S1Hand:0570cdde6d92,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,118,data/external/sen1floods11/flood_sar/Paraguay_36015_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_36015_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0,True,-29.947721481323242,-0.843929648399353,-48.096622467041016,-7.015497207641602,,True
flood:train:Paraguay_36146_S1Hand:102f20b6b867,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,144,data/external/sen1floods11/flood_sar/Paraguay_36146_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_36146_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0,True,-27.123252868652344,7.0610127449035645,-41.34925079345703,-6.608428001403809,,True
flood:train:Paraguay_403081_S1Hand:2fd7163cc05a,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,142,data/external/sen1floods11/flood_sar/Paraguay_403081_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_403081_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-41.80555725097656,4.885923385620117,-47.005882263183594,-7.240124225616455,,True
flood:train:Paraguay_44682_S1Hand:22a111291c12,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,152,data/external/sen1floods11/flood_sar/Paraguay_44682_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_44682_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-22.4393367767334,-0.7144181728363037,-31.817197799682617,-7.157193183898926,,True
flood:train:Paraguay_470303_S1Hand:d4e0d66ded1e,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,137,data/external/sen1floods11/flood_sar/Paraguay_470303_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_470303_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-25.248348236083984,0.772796630859375,-47.16895294189453,-7.497365474700928,,True
flood:train:Paraguay_482517_S1Hand:737d8636733e,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,146,data/external/sen1floods11/flood_sar/Paraguay_482517_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_482517_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-41.92350769042969,-0.6609313488006592,-50.24412155151367,-7.201335906982422,,True
flood:train:Paraguay_48673_S1Hand:1e4da49bb92d,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,151,data/external/sen1floods11/flood_sar/Paraguay_48673_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_48673_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-26.74226951599121,2.5581746101379395,-46.142356872558594,-7.104846000671387,,True
flood:train:Paraguay_54421_S1Hand:007d8a54b4a6,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,122,data/external/sen1floods11/flood_sar/Paraguay_54421_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_54421_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-25.660884857177734,9.58089828491211,-47.316768646240234,-2.5297961235046387,,True
flood:train:Paraguay_605682_S1Hand:507d4adb0544,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,131,data/external/sen1floods11/flood_sar/Paraguay_605682_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_605682_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-40.710487365722656,1.3893386125564575,-51.69742965698242,-7.744848251342773,,True
flood:train:Paraguay_62897_S1Hand:f8c3783b09c0,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,117,data/external/sen1floods11/flood_sar/Paraguay_62897_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_62897_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-22.912227630615234,-0.20618696510791779,-46.64323806762695,-7.063796043395996,,True
flood:train:Paraguay_721886_S1Hand:1fa15ca154c8,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,116,data/external/sen1floods11/flood_sar/Paraguay_721886_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_721886_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-30.128280639648438,-0.34619641304016113,-52.54009246826172,-6.164196491241455,,True
flood:train:Paraguay_791364_S1Hand:deeb0ecd90f7,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,148,data/external/sen1floods11/flood_sar/Paraguay_791364_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_791364_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-20.188814163208008,-1.677152395248413,-29.857864379882812,-7.2708210945129395,,True
flood:train:Paraguay_792268_S1Hand:42b39a2519cf,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,145,data/external/sen1floods11/flood_sar/Paraguay_792268_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_792268_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-29.349470138549805,16.183732986450195,-38.02297592163086,0.5475631952285767,,True
flood:train:Paraguay_795075_S1Hand:05fa09eb3d23,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,139,data/external/sen1floods11/flood_sar/Paraguay_795075_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_795075_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-33.783241271972656,0.5763022899627686,-47.06117248535156,-6.58402156829834,,True
flood:train:Paraguay_822142_S1Hand:8d8e172eba12,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,138,data/external/sen1floods11/flood_sar/Paraguay_822142_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_822142_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-43.57405471801758,1.0020085573196411,-55.64052200317383,-7.697040557861328,,True
flood:train:Paraguay_892933_S1Hand:e344ed975fd9,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,127,data/external/sen1floods11/flood_sar/Paraguay_892933_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_892933_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-25.808618545532227,1.465036153793335,-50.98354721069336,-7.7856903076171875,,True
flood:train:Paraguay_921838_S1Hand:25fa8ce93944,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,129,data/external/sen1floods11/flood_sar/Paraguay_921838_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_921838_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-31.913394927978516,0.33458957076072693,-55.41850662231445,-6.856717109680176,,True
flood:train:Paraguay_989230_S1Hand:d91195eb5393,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,153,data/external/sen1floods11/flood_sar/Paraguay_989230_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_989230_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-41.320552825927734,8.896536827087402,-47.1705436706543,-2.8345515727996826,,True
flood:train:Paraguay_997480_S1Hand:c6fa99e4d5c0,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,132,data/external/sen1floods11/flood_sar/Paraguay_997480_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_997480_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-28.94131851196289,0.07666707783937454,-47.27628707885742,-8.074847221374512,,True
flood:train:Somalia_1068756_S1Hand:4fad08c77ac1,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,168,data/external/sen1floods11/flood_sar/Somalia_1068756_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_1068756_LabelHand.tif,False,True,True,True,True,True,False,True,True,9.486769009248164e-20,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-40.83101272583008,-3.8674373626708984,-52.10914993286133,-6.669859886169434,,True
flood:train:Somalia_1087508_S1Hand:569cbe918734,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,164,data/external/sen1floods11/flood_sar/Somalia_1087508_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_1087508_LabelHand.tif,False,True,True,True,True,True,False,True,True,9.486769009248164e-20,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-34.298316955566406,15.819951057434082,-48.232666015625,4.69561243057251,,True
flood:train:Somalia_195014_S1Hand:809fb249dc61,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,162,data/external/sen1floods11/flood_sar/Somalia_195014_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_195014_LabelHand.tif,False,True,True,True,True,True,False,True,True,9.486769009248164e-20,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0,True,-24.00997543334961,-3.256425380706787,-37.98169708251953,-8.428604125976562,,True
flood:train:Somalia_205466_S1Hand:ba92f7941492,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,169,data/external/sen1floods11/flood_sar/Somalia_205466_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_205466_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-24.874116897583008,-2.5159056186676025,-38.3635139465332,-9.30813217163086,,True
flood:train:Somalia_230192_S1Hand:8526efa91322,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,158,data/external/sen1floods11/flood_sar/Somalia_230192_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_230192_LabelHand.tif,False,True,True,True,True,True,False,True,True,9.486769009248164e-20,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-28.15744400024414,-3.6522374153137207,-47.02149200439453,-7.862863540649414,,True
flood:train:Somalia_295782_S1Hand:4880958a4e90,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,165,data/external/sen1floods11/flood_sar/Somalia_295782_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_295782_LabelHand.tif,False,True,True,True,True,True,False,True,True,9.486769009248164e-20,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-45.61882400512695,5.72369384765625,-49.42341613769531,-6.936770439147949,,True
flood:train:Somalia_32375_S1Hand:ce8c66949fc7,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,163,data/external/sen1floods11/flood_sar/Somalia_32375_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_32375_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-28.218412399291992,-2.9141881465911865,-49.30238723754883,-8.522970199584961,,True
flood:train:Somalia_371421_S1Hand:71684fe27f99,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,157,data/external/sen1floods11/flood_sar/Somalia_371421_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_371421_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-31.98052406311035,-0.07346539944410324,-47.35078048706055,-6.422182083129883,,True
flood:train:Somalia_626316_S1Hand:bbdcd1a56725,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,167,data/external/sen1floods11/flood_sar/Somalia_626316_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_626316_LabelHand.tif,False,True,True,True,True,True,False,True,True,9.486769009248164e-20,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-47.418209075927734,-3.1478888988494873,-49.93235778808594,-8.918181419372559,,True
flood:train:Somalia_7931_S1Hand:9f05b70972a1,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,161,data/external/sen1floods11/flood_sar/Somalia_7931_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_7931_LabelHand.tif,False,True,True,True,True,True,False,True,True,9.486769009248164e-20,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0,True,-21.435157775878906,-2.6892831325531006,-38.78050994873047,-7.208049774169922,,True
flood:train:Somalia_886726_S1Hand:360ea05ba51b,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,159,data/external/sen1floods11/flood_sar/Somalia_886726_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_886726_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-46.3815803527832,-1.170570731163025,-49.57455062866211,-6.683744430541992,,True
flood:train:Somalia_93023_S1Hand:341cccd8cf8d,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,156,data/external/sen1floods11/flood_sar/Somalia_93023_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_93023_LabelHand.tif,False,True,True,True,True,True,False,True,True,9.486769009248164e-20,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0,True,-28.289472579956055,2.465320587158203,-46.49220275878906,-8.624273300170898,,True
flood:train:Somalia_970508_S1Hand:75c66ecbe581,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,166,data/external/sen1floods11/flood_sar/Somalia_970508_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_970508_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-43.763797760009766,17.324668884277344,-51.28024673461914,6.813714981079102,,True
flood:train:Somalia_989553_S1Hand:227321ea88a8,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,155,data/external/sen1floods11/flood_sar/Somalia_989553_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_989553_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-42.91502380371094,4.688422203063965,-48.63090515136719,-3.44748854637146,,True
flood:train:Somalia_992457_S1Hand:18df797a4c80,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,160,data/external/sen1floods11/flood_sar/Somalia_992457_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_992457_LabelHand.tif,False,True,True,True,True,True,False,True,True,9.486769009248164e-20,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-36.51329803466797,5.262760162353516,-48.56592559814453,-5.436066627502441,,True
flood:train:Spain_1167260_S1Hand:ec9a821c82cc,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,180,data/external/sen1floods11/flood_sar/Spain_1167260_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_1167260_LabelHand.tif,False,True,True,True,True,True,False,True,True,3.1170812458958252e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-46.37406539916992,29.926393508911133,-48.39236831665039,8.728548049926758,,True
flood:train:Spain_2472849_S1Hand:3ac193b786a2,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,174,data/external/sen1floods11/flood_sar/Spain_2472849_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_2472849_LabelHand.tif,False,True,True,True,True,True,False,True,True,3.1170812458958252e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-25.402368545532227,18.294143676757812,-43.28633117675781,6.577904224395752,,True
flood:train:Spain_2523247_S1Hand:079bab105a1c,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,177,data/external/sen1floods11/flood_sar/Spain_2523247_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_2523247_LabelHand.tif,False,True,True,True,True,True,False,True,True,3.1170812458958252e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-39.05948257446289,27.659074783325195,-47.006988525390625,16.763376235961914,,True
flood:train:Spain_2594119_S1Hand:f864cddc82cb,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,187,data/external/sen1floods11/flood_sar/Spain_2594119_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_2594119_LabelHand.tif,False,True,True,True,True,True,False,True,True,3.1170812458958252e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-35.925987243652344,13.860987663269043,-47.61344909667969,7.021809101104736,,True
flood:train:Spain_2938657_S1Hand:e544546ec824,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,181,data/external/sen1floods11/flood_sar/Spain_2938657_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_2938657_LabelHand.tif,False,True,True,True,True,True,False,True,True,3.1170812458958252e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-39.221622467041016,17.0135440826416,-49.75697708129883,10.227700233459473,,True
flood:train:Spain_3285448_S1Hand:20d32eb63ef4,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,184,data/external/sen1floods11/flood_sar/Spain_3285448_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_3285448_LabelHand.tif,False,True,True,True,True,True,False,True,True,3.1170812458958252e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-46.68904495239258,17.27616310119629,-47.099266052246094,8.267282485961914,,True
flood:train:Spain_337094_S1Hand:944f737c5689,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,186,data/external/sen1floods11/flood_sar/Spain_337094_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_337094_LabelHand.tif,False,True,True,True,True,True,False,True,True,3.1170812458958252e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-36.67293167114258,22.76370620727539,-49.895835876464844,8.525270462036133,,True
flood:train:Spain_4915752_S1Hand:8663a35d632d,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,173,data/external/sen1floods11/flood_sar/Spain_4915752_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_4915752_LabelHand.tif,False,True,True,True,True,True,False,True,True,3.1170812458958252e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-39.45210266113281,14.218104362487793,-47.06450271606445,2.705688238143921,,True
flood:train:Spain_5678382_S1Hand:51c166582ef6,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,182,data/external/sen1floods11/flood_sar/Spain_5678382_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_5678382_LabelHand.tif,False,True,True,True,True,True,False,True,True,3.1170812458958252e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-45.400875091552734,21.95953941345215,-49.99983215332031,15.287854194641113,,True
flood:train:Spain_5816638_S1Hand:ca78cb76a20e,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,176,data/external/sen1floods11/flood_sar/Spain_5816638_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_5816638_LabelHand.tif,False,True,True,True,True,True,False,True,True,3.1170812458958252e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-24.3780460357666,19.185457229614258,-39.46833419799805,14.670994758605957,,True
flood:train:Spain_5923267_S1Hand:608c8ae058e2,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,170,data/external/sen1floods11/flood_sar/Spain_5923267_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_5923267_LabelHand.tif,False,True,True,True,True,True,False,True,True,3.1170812458958252e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-53.18175506591797,11.767354011535645,-55.9581413269043,-4.99265718460083,,True
flood:train:Spain_6199994_S1Hand:ab84be846a34,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,178,data/external/sen1floods11/flood_sar/Spain_6199994_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_6199994_LabelHand.tif,False,True,True,True,True,True,False,True,True,3.1170812458958252e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-26.46768569946289,23.647417068481445,-38.52141571044922,13.490933418273926,,True
flood:train:Spain_716716_S1Hand:821cc90d296c,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,183,data/external/sen1floods11/flood_sar/Spain_716716_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_716716_LabelHand.tif,False,True,True,True,True,True,False,True,True,3.1170812458958252e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-32.580833435058594,9.110443115234375,-47.08732604980469,2.582338333129883,,True
flood:train:Spain_7786924_S1Hand:b3adef7aa2cf,flood,train,data/external/sen1floods11/flood_splits/flood_train_data.csv,171,data/external/sen1floods11/flood_sar/Spain_7786924_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_7786924_LabelHand.tif,False,True,True,True,True,True,False,True,True,3.1170812458958252e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-31.180259704589844,17.702171325683594,-47.052982330322266,2.2994141578674316,,True
