scene_id,group,source_image_path,mask_path,discovery_method,source_reference,source_column,readable,size_match,binary_like,positive_pixels,positive_fraction,unique_value_count,valid_mask,pair_valid,candidate_score,error
oc-0222,oc,data/external/dartis/raw/oc/oc-0222.jpg,data/derived/v06_water_masks/land/oc/oc-0222.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,230271,0.56218505859375,2,True,True,1175.0,
oc-0223,oc,data/external/dartis/raw/oc/oc-0223.jpg,data/derived/v06_water_masks/land/oc/oc-0223.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,67425,0.16461181640625,2,True,True,1195.0,
oc-0224,oc,data/external/dartis/raw/oc/oc-0224.jpg,data/derived/v06_water_masks/land/oc/oc-0224.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,88428,0.215888671875,2,True,True,1175.0,
oc-0225,oc,data/external/dartis/raw/oc/oc-0225.jpg,data/derived/v06_water_masks/land/oc/oc-0225.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,186204,0.454599609375,2,True,True,1175.0,
oc-0226,oc,data/external/dartis/raw/oc/oc-0226.jpg,data/derived/v06_water_masks/land/oc/oc-0226.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,38732,0.094560546875,2,True,True,1195.0,
oc-0227,oc,data/external/dartis/raw/oc/oc-0227.jpg,data/derived/v06_water_masks/land/oc/oc-0227.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,79067,0.19303466796875,2,True,True,1195.0,
oc-0228,oc,data/external/dartis/raw/oc/oc-0228.jpg,data/derived/v06_water_masks/land/oc/oc-0228.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,3353,0.00818603515625,2,True,True,1195.0,
oc-0229,oc,data/external/dartis/raw/oc/oc-0229.jpg,data/derived/v06_water_masks/land/oc/oc-0229.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,167590,0.4091552734375,2,True,True,1175.0,
oc-0230,oc,data/external/dartis/raw/oc/oc-0230.jpg,data/derived/v06_water_masks/land/oc/oc-0230.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,128643,0.31406982421875,2,True,True,1175.0,
oc-0231,oc,data/external/dartis/raw/oc/oc-0231.jpg,data/derived/v06_water_masks/land/oc/oc-0231.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,3894,0.0095068359375,2,True,True,1195.0,
oc-0232,oc,data/external/dartis/raw/oc/oc-0232.jpg,data/derived/v06_water_masks/land/oc/oc-0232.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,175866,0.4293603515625,2,True,True,1175.0,
oc-0233,oc,data/external/dartis/raw/oc/oc-0233.jpg,data/derived/v06_water_masks/land/oc/oc-0233.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,49690,0.1213134765625,2,True,True,1195.0,
oc-0234,oc,data/external/dartis/raw/oc/oc-0234.jpg,data/derived/v06_water_masks/land/oc/oc-0234.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,102221,0.24956298828125,2,True,True,1175.0,
oc-0235,oc,data/external/dartis/raw/oc/oc-0235.jpg,data/derived/v06_water_masks/land/oc/oc-0235.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,138180,0.337353515625,2,True,True,1175.0,
oc-0236,oc,data/external/dartis/raw/oc/oc-0236.jpg,data/derived/v06_water_masks/land/oc/oc-0236.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,194035,0.47371826171875,2,True,True,1175.0,
oc-0237,oc,data/external/dartis/raw/oc/oc-0237.jpg,data/derived/v06_water_masks/land/oc/oc-0237.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,710770,0.23129447391790914,2,True,True,1175.0,
oc-0238,oc,data/external/dartis/raw/oc/oc-0238.jpg,data/derived/v06_water_masks/land/oc/oc-0238.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,5766,0.0140771484375,2,True,True,1195.0,
oc-0239,oc,data/external/dartis/raw/oc/oc-0239.jpg,data/derived/v06_water_masks/land/oc/oc-0239.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,69708,0.170185546875,2,True,True,1195.0,
oc-0240,oc,data/external/dartis/raw/oc/oc-0240.jpg,data/derived/v06_water_masks/land/oc/oc-0240.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,121630,0.2969482421875,2,True,True,1175.0,
oc-0241,oc,data/external/dartis/raw/oc/oc-0241.jpg,data/derived/v06_water_masks/land/oc/oc-0241.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,65749,0.16052001953125,2,True,True,1195.0,
oc-0242,oc,data/external/dartis/raw/oc/oc-0242.jpg,data/derived/v06_water_masks/land/oc/oc-0242.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,104093,0.25413330078125,2,True,True,1175.0,
oc-0243,oc,data/external/dartis/raw/oc/oc-0243.jpg,data/derived/v06_water_masks/land/oc/oc-0243.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,70607,0.17238037109375,2,True,True,1195.0,
oc-0244,oc,data/external/dartis/raw/oc/oc-0244.jpg,data/derived/v06_water_masks/land/oc/oc-0244.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,142926,0.3489404296875,2,True,True,1175.0,
oc-0245,oc,data/external/dartis/raw/oc/oc-0245.jpg,data/derived/v06_water_masks/land/oc/oc-0245.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,140501,0.34302001953125,2,True,True,1175.0,
oc-0246,oc,data/external/dartis/raw/oc/oc-0246.jpg,data/derived/v06_water_masks/land/oc/oc-0246.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,49632,0.121171875,2,True,True,1195.0,
oc-0247,oc,data/external/dartis/raw/oc/oc-0247.jpg,data/derived/v06_water_masks/land/oc/oc-0247.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,192199,0.46923583984375,2,True,True,1175.0,
oc-0248,oc,data/external/dartis/raw/oc/oc-0248.jpg,data/derived/v06_water_masks/land/oc/oc-0248.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,174844,0.426865234375,2,True,True,1175.0,
oc-0249,oc,data/external/dartis/raw/oc/oc-0249.jpg,data/derived/v06_water_masks/land/oc/oc-0249.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,45535,0.11116943359375,2,True,True,1195.0,
oc-0250,oc,data/external/dartis/raw/oc/oc-0250.jpg,data/derived/v06_water_masks/land/oc/oc-0250.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,105631,0.25788818359375,2,True,True,1175.0,
oc-0251,oc,data/external/dartis/raw/oc/oc-0251.jpg,data/derived/v06_water_masks/land/oc/oc-0251.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,168923,0.41240966796875,2,True,True,1175.0,
oc-0252,oc,data/external/dartis/raw/oc/oc-0252.jpg,data/derived/v06_water_masks/land/oc/oc-0252.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,8905,0.02174072265625,2,True,True,1195.0,
oc-0253,oc,data/external/dartis/raw/oc/oc-0253.jpg,data/derived/v06_water_masks/land/oc/oc-0253.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,33136,0.0808984375,2,True,True,1195.0,
oc-0254,oc,data/external/dartis/raw/oc/oc-0254.jpg,data/derived/v06_water_masks/land/oc/oc-0254.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,73,0.00017822265625,2,True,True,1195.0,
oc-0255,oc,data/external/dartis/raw/oc/oc-0255.jpg,data/derived/v06_water_masks/land/oc/oc-0255.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,200240,0.4888671875,2,True,True,1175.0,
oc-0256,oc,data/external/dartis/raw/oc/oc-0256.jpg,data/derived/v06_water_masks/land/oc/oc-0256.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,10114,0.0246923828125,2,True,True,1195.0,
oc-0257,oc,data/external/dartis/raw/oc/oc-0257.jpg,data/derived/v06_water_masks/land/oc/oc-0257.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,89792,0.21921875,2,True,True,1175.0,
oc-0258,oc,data/external/dartis/raw/oc/oc-0258.jpg,data/derived/v06_water_masks/land/oc/oc-0258.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,21406,0.0522607421875,2,True,True,1195.0,
oc-0259,oc,data/external/dartis/raw/oc/oc-0259.jpg,data/derived/v06_water_masks/land/oc/oc-0259.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,74375,0.18157958984375,2,True,True,1195.0,
oc-0260,oc,data/external/dartis/raw/oc/oc-0260.jpg,data/derived/v06_water_masks/land/oc/oc-0260.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,169003,0.41260498046875,2,True,True,1175.0,
oc-0261,oc,data/external/dartis/raw/oc/oc-0261.jpg,data/derived/v06_water_masks/land/oc/oc-0261.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,19744,0.048203125,2,True,True,1195.0,
oc-0262,oc,data/external/dartis/raw/oc/oc-0262.jpg,data/derived/v06_water_masks/land/oc/oc-0262.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,87661,0.21401611328125,2,True,True,1175.0,
oc-0263,oc,data/external/dartis/raw/oc/oc-0263.jpg,data/derived/v06_water_masks/land/oc/oc-0263.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,199624,0.48736328125,2,True,True,1175.0,
oc-0264,oc,data/external/dartis/raw/oc/oc-0264.jpg,data/derived/v06_water_masks/land/oc/oc-0264.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,28714,0.0701025390625,2,True,True,1195.0,
oc-0265,oc,data/external/dartis/raw/oc/oc-0265.jpg,data/derived/v06_water_masks/land/oc/oc-0265.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,83649,0.20422119140625,2,True,True,1175.0,
oc-0266,oc,data/external/dartis/raw/oc/oc-0266.jpg,data/derived/v06_water_masks/land/oc/oc-0266.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,145339,0.35483154296875,2,True,True,1175.0,
oc-0267,oc,data/external/dartis/raw/oc/oc-0267.jpg,data/derived/v06_water_masks/land/oc/oc-0267.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,166803,0.40723388671875,2,True,True,1175.0,
oc-0268,oc,data/external/dartis/raw/oc/oc-0268.jpg,data/derived/v06_water_masks/land/oc/oc-0268.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,164933,0.40266845703125,2,True,True,1175.0,
oc-0269,oc,data/external/dartis/raw/oc/oc-0269.jpg,data/derived/v06_water_masks/land/oc/oc-0269.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,147440,0.3599609375,2,True,True,1175.0,
oc-0270,oc,data/external/dartis/raw/oc/oc-0270.jpg,data/derived/v06_water_masks/land/oc/oc-0270.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,186942,0.4564013671875,2,True,True,1175.0,
oc-0271,oc,data/external/dartis/raw/oc/oc-0271.jpg,data/derived/v06_water_masks/land/oc/oc-0271.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,77,0.00018798828125,2,True,True,1195.0,
oc-0272,oc,data/external/dartis/raw/oc/oc-0272.jpg,data/derived/v06_water_masks/land/oc/oc-0272.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,46665,0.11392822265625,2,True,True,1195.0,
oc-0273,oc,data/external/dartis/raw/oc/oc-0273.jpg,data/derived/v06_water_masks/land/oc/oc-0273.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,78639,0.19198974609375,2,True,True,1195.0,
oc-0274,oc,data/external/dartis/raw/oc/oc-0274.jpg,data/derived/v06_water_masks/land/oc/oc-0274.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,24403,0.05957763671875,2,True,True,1195.0,
oc-0275,oc,data/external/dartis/raw/oc/oc-0275.jpg,data/derived/v06_water_masks/land/oc/oc-0275.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,180377,0.44037353515625,2,True,True,1175.0,
oc-0276,oc,data/external/dartis/raw/oc/oc-0276.jpg,data/derived/v06_water_masks/land/oc/oc-0276.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,229834,0.5611181640625,2,True,True,1175.0,
oc-0277,oc,data/external/dartis/raw/oc/oc-0277.jpg,data/derived/v06_water_masks/land/oc/oc-0277.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,169184,0.413046875,2,True,True,1175.0,
oc-0278,oc,data/external/dartis/raw/oc/oc-0278.jpg,data/derived/v06_water_masks/land/oc/oc-0278.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,180816,0.4414453125,2,True,True,1175.0,
oc-0279,oc,data/external/dartis/raw/oc/oc-0279.jpg,data/derived/v06_water_masks/land/oc/oc-0279.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,83816,0.20462890625,2,True,True,1175.0,
oc-0280,oc,data/external/dartis/raw/oc/oc-0280.jpg,data/derived/v06_water_masks/land/oc/oc-0280.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,104599,0.25536865234375,2,True,True,1175.0,
oc-0281,oc,data/external/dartis/raw/oc/oc-0281.jpg,data/derived/v06_water_masks/land/oc/oc-0281.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,55858,0.1363720703125,2,True,True,1195.0,
oc-0282,oc,data/external/dartis/raw/oc/oc-0282.jpg,data/derived/v06_water_masks/land/oc/oc-0282.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,134010,0.3271728515625,2,True,True,1175.0,
oc-0283,oc,data/external/dartis/raw/oc/oc-0283.jpg,data/derived/v06_water_masks/land/oc/oc-0283.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,22980,0.056103515625,2,True,True,1195.0,
oc-0284,oc,data/external/dartis/raw/oc/oc-0284.jpg,data/derived/v06_water_masks/land/oc/oc-0284.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,75655,0.18470458984375,2,True,True,1195.0,
oc-0285,oc,data/external/dartis/raw/oc/oc-0285.jpg,data/derived/v06_water_masks/land/oc/oc-0285.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,835,0.00203857421875,2,True,True,1195.0,
oc-0286,oc,data/external/dartis/raw/oc/oc-0286.jpg,data/derived/v06_water_masks/land/oc/oc-0286.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,134625,0.32867431640625,2,True,True,1175.0,
oc-0287,oc,data/external/dartis/raw/oc/oc-0287.jpg,data/derived/v06_water_masks/land/oc/oc-0287.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,83843,0.20469482421875,2,True,True,1175.0,
oc-0288,oc,data/external/dartis/raw/oc/oc-0288.jpg,data/derived/v06_water_masks/land/oc/oc-0288.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,174152,0.42517578125,2,True,True,1175.0,
oc-0289,oc,data/external/dartis/raw/oc/oc-0289.jpg,data/derived/v06_water_masks/land/oc/oc-0289.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,170196,0.415517578125,2,True,True,1175.0,
oc-0290,oc,data/external/dartis/raw/oc/oc-0290.jpg,data/derived/v06_water_masks/land/oc/oc-0290.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,19119,0.04667724609375,2,True,True,1195.0,
oc-0291,oc,data/external/dartis/raw/oc/oc-0291.jpg,data/derived/v06_water_masks/land/oc/oc-0291.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,28281,0.01504595824415407,2,True,True,1195.0,
oc-0292,oc,data/external/dartis/raw/oc/oc-0292.jpg,data/derived/v06_water_masks/land/oc/oc-0292.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,146789,0.35837158203125,2,True,True,1175.0,
oc-0293,oc,data/external/dartis/raw/oc/oc-0293.jpg,data/derived/v06_water_masks/land/oc/oc-0293.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,9958,0.0243115234375,2,True,True,1195.0,
oc-0294,oc,data/external/dartis/raw/oc/oc-0294.jpg,data/derived/v06_water_masks/land/oc/oc-0294.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,231056,0.5641015625,2,True,True,1175.0,
oc-0295,oc,data/external/dartis/raw/oc/oc-0295.jpg,data/derived/v06_water_masks/land/oc/oc-0295.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,59431,0.14509521484375,2,True,True,1195.0,
oc-0296,oc,data/external/dartis/raw/oc/oc-0296.jpg,data/derived/v06_water_masks/land/oc/oc-0296.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,73640,0.17978515625,2,True,True,1195.0,
oc-0297,oc,data/external/dartis/raw/oc/oc-0297.jpg,data/derived/v06_water_masks/land/oc/oc-0297.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,126885,0.30977783203125,2,True,True,1175.0,
oc-0298,oc,data/external/dartis/raw/oc/oc-0298.jpg,data/derived/v06_water_masks/land/oc/oc-0298.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,34321,0.08379150390625,2,True,True,1195.0,
oc-0299,oc,data/external/dartis/raw/oc/oc-0299.jpg,data/derived/v06_water_masks/land/oc/oc-0299.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,162644,0.397080078125,2,True,True,1175.0,
oc-0300,oc,data/external/dartis/raw/oc/oc-0300.jpg,data/derived/v06_water_masks/land/oc/oc-0300.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,201430,0.4917724609375,2,True,True,1175.0,
oc-0301,oc,data/external/dartis/raw/oc/oc-0301.jpg,data/derived/v06_water_masks/land/oc/oc-0301.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,152738,0.3728955078125,2,True,True,1175.0,
oc-0302,oc,data/external/dartis/raw/oc/oc-0302.jpg,data/derived/v06_water_masks/land/oc/oc-0302.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,120288,0.293671875,2,True,True,1175.0,
oc-0303,oc,data/external/dartis/raw/oc/oc-0303.jpg,data/derived/v06_water_masks/land/oc/oc-0303.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,194854,0.4757177734375,2,True,True,1175.0,
oc-0304,oc,data/external/dartis/raw/oc/oc-0304.jpg,data/derived/v06_water_masks/land/oc/oc-0304.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,112130,0.2737548828125,2,True,True,1175.0,
oc-0305,oc,data/external/dartis/raw/oc/oc-0305.jpg,data/derived/v06_water_masks/land/oc/oc-0305.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,172939,0.42221435546875,2,True,True,1175.0,
oc-0306,oc,data/external/dartis/raw/oc/oc-0306.jpg,data/derived/v06_water_masks/land/oc/oc-0306.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,1291,0.00315185546875,2,True,True,1195.0,
oc-0307,oc,data/external/dartis/raw/oc/oc-0307.jpg,data/derived/v06_water_masks/land/oc/oc-0307.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,14917,0.03641845703125,2,True,True,1195.0,
oc-0308,oc,data/external/dartis/raw/oc/oc-0308.jpg,data/derived/v06_water_masks/land/oc/oc-0308.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,63810,0.1557861328125,2,True,True,1195.0,
oc-0309,oc,data/external/dartis/raw/oc/oc-0309.jpg,data/derived/v06_water_masks/land/oc/oc-0309.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,20620,0.050341796875,2,True,True,1195.0,
oc-0310,oc,data/external/dartis/raw/oc/oc-0310.jpg,data/derived/v06_water_masks/land/oc/oc-0310.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,2988,0.007294921875,2,True,True,1195.0,
oc-0311,oc,data/external/dartis/raw/oc/oc-0311.jpg,data/derived/v06_water_masks/land/oc/oc-0311.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,146278,0.3571240234375,2,True,True,1175.0,
oc-0312,oc,data/external/dartis/raw/oc/oc-0312.jpg,data/derived/v06_water_masks/land/oc/oc-0312.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,146871,0.35857177734375,2,True,True,1175.0,
oc-0313,oc,data/external/dartis/raw/oc/oc-0313.jpg,data/derived/v06_water_masks/land/oc/oc-0313.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,164247,0.40099365234375,2,True,True,1175.0,
oc-0314,oc,data/external/dartis/raw/oc/oc-0314.jpg,data/derived/v06_water_masks/land/oc/oc-0314.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,12989,0.03171142578125,2,True,True,1195.0,
oc-0315,oc,data/external/dartis/raw/oc/oc-0315.jpg,data/derived/v06_water_masks/land/oc/oc-0315.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,88936,0.21712890625,2,True,True,1175.0,
oc-0316,oc,data/external/dartis/raw/oc/oc-0316.jpg,data/derived/v06_water_masks/land/oc/oc-0316.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,87383,0.21333740234375,2,True,True,1175.0,
oc-0317,oc,data/external/dartis/raw/oc/oc-0317.jpg,data/derived/v06_water_masks/land/oc/oc-0317.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,46724,0.114072265625,2,True,True,1195.0,
oc-0318,oc,data/external/dartis/raw/oc/oc-0318.jpg,data/derived/v06_water_masks/land/oc/oc-0318.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,170016,0.415078125,2,True,True,1175.0,
oc-0319,oc,data/external/dartis/raw/oc/oc-0319.jpg,data/derived/v06_water_masks/land/oc/oc-0319.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,150830,0.3682373046875,2,True,True,1175.0,
oc-0320,oc,data/external/dartis/raw/oc/oc-0320.jpg,data/derived/v06_water_masks/land/oc/oc-0320.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,186209,0.45461181640625,2,True,True,1175.0,
oc-0321,oc,data/external/dartis/raw/oc/oc-0321.jpg,data/derived/v06_water_masks/land/oc/oc-0321.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,54967,0.017193607395062285,2,True,True,1195.0,
oc-0322,oc,data/external/dartis/raw/oc/oc-0322.jpg,data/derived/v06_water_masks/land/oc/oc-0322.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,105684,0.258017578125,2,True,True,1175.0,
oc-0323,oc,data/external/dartis/raw/oc/oc-0323.jpg,data/derived/v06_water_masks/land/oc/oc-0323.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,2304,0.005625,2,True,True,1195.0,
oc-0324,oc,data/external/dartis/raw/oc/oc-0324.jpg,data/derived/v06_water_masks/land/oc/oc-0324.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,82231,0.20075927734375,2,True,True,1175.0,
oc-0325,oc,data/external/dartis/raw/oc/oc-0325.jpg,data/derived/v06_water_masks/land/oc/oc-0325.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,95819,0.23393310546875,2,True,True,1175.0,
oc-0326,oc,data/external/dartis/raw/oc/oc-0326.jpg,data/derived/v06_water_masks/land/oc/oc-0326.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,180006,0.4394677734375,2,True,True,1175.0,
oc-0327,oc,data/external/dartis/raw/oc/oc-0327.jpg,data/derived/v06_water_masks/land/oc/oc-0327.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,70774,0.1727880859375,2,True,True,1195.0,
oc-0328,oc,data/external/dartis/raw/oc/oc-0328.jpg,data/derived/v06_water_masks/land/oc/oc-0328.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,11130,0.0271728515625,2,True,True,1195.0,
oc-0329,oc,data/external/dartis/raw/oc/oc-0329.jpg,data/derived/v06_water_masks/land/oc/oc-0329.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,152263,0.37173583984375,2,True,True,1175.0,
oc-0330,oc,data/external/dartis/raw/oc/oc-0330.jpg,data/derived/v06_water_masks/land/oc/oc-0330.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,83305,0.20338134765625,2,True,True,1175.0,
oc-0331,oc,data/external/dartis/raw/oc/oc-0331.jpg,data/derived/v06_water_masks/land/oc/oc-0331.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,153397,0.37450439453125,2,True,True,1175.0,
oc-0332,oc,data/external/dartis/raw/oc/oc-0332.jpg,data/derived/v06_water_masks/land/oc/oc-0332.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,168363,0.41104248046875,2,True,True,1175.0,
oc-0333,oc,data/external/dartis/raw/oc/oc-0333.jpg,data/derived/v06_water_masks/land/oc/oc-0333.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,24,5.859375e-05,2,True,True,1195.0,
oc-0334,oc,data/external/dartis/raw/oc/oc-0334.jpg,data/derived/v06_water_masks/land/oc/oc-0334.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,141846,0.3463037109375,2,True,True,1175.0,
oc-0335,oc,data/external/dartis/raw/oc/oc-0335.jpg,data/derived/v06_water_masks/land/oc/oc-0335.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,101496,0.24779296875,2,True,True,1175.0,
oc-0336,oc,data/external/dartis/raw/oc/oc-0336.jpg,data/derived/v06_water_masks/land/oc/oc-0336.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,156316,0.381630859375,2,True,True,1175.0,
oc-0337,oc,data/external/dartis/raw/oc/oc-0337.jpg,data/derived/v06_water_masks/land/oc/oc-0337.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,11816,0.02884765625,2,True,True,1195.0,
