source_dataset,catalog_index,image_set,category,image_name,width,height,expected_has_oil,scene_id,scene_source,ID_3,ID_2,split
DARTIS_2019,4181,nw,no_oil_water,nw-0957-06-000045.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190412T035130_20190412T035155_015768_01D985_E914.SAFE;S1B_IW_GRDH_1SDV_20190412T035105_20190412T035130_015768_01D985_01C9.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190412T035130_20190412T035155_015768_01D985_E914.SAFE;S1B_IW_GRDH_1SDV_20190412T035105_20190412T035130_015768_01D985_01C9.SAFE,S1_20190412_035040_035219_VV_182,external_test
DARTIS_2019,4535,nw,no_oil_water,nw-1311-08-000062.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190416T155710_20190416T155735_015834_01DBB3_443C.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190416T155710_20190416T155735_015834_01DBB3_443C.SAFE,S1_20190416_155641_155735_VV_13,external_test
DARTIS_2019,3290,nw,no_oil_water,nw-0066-00-000066.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190429T035941_20190429T040006_016016_01E1C8_58C8.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190429T035941_20190429T040006_016016_01E1C8_58C8.SAFE,S1_20190429_035851_040030_VV_57,external_test
DARTIS_2019,3291,nw,no_oil_water,nw-0067-00-000067.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190429T035941_20190429T040006_016016_01E1C8_58C8.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190429T035941_20190429T040006_016016_01E1C8_58C8.SAFE,S1_20190429_035851_040030_VV_58,external_test
DARTIS_2019,4542,nw,no_oil_water,nw-1318-08-000069.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190506T035106_20190506T035131_016118_01E530_B2A0.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190506T035106_20190506T035131_016118_01E530_B2A0.SAFE,S1_20190506_035041_035220_VV_32,external_test
DARTIS_2019,4709,nw,no_oil_water,nw-1485-09-000061.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190506T035106_20190506T035131_016118_01E530_B2A0.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190506T035106_20190506T035131_016118_01E530_B2A0.SAFE,S1_20190506_035041_035220_VV_33,external_test
DARTIS_2019,3798,nw,no_oil_water,nw-0574-03-000071.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,S1_20190522_155643_155737_VV_289,external_test
DARTIS_2019,4212,nw,no_oil_water,nw-0988-06-000076.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,S1_20190522_155643_155737_VV_127,external_test
DARTIS_2019,4213,nw,no_oil_water,nw-0989-06-000077.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,S1_20190522_155643_155737_VV_135,external_test
DARTIS_2019,4214,nw,no_oil_water,nw-0990-06-000078.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,S1_20190522_155643_155737_VV_140,external_test
DARTIS_2019,4218,nw,no_oil_water,nw-0994-06-000082.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,S1_20190522_155643_155737_VV_252,external_test
DARTIS_2019,5081,nw,no_oil_water,nw-1857-11-000091.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,S1_20190522_155643_155737_VV_145,external_test
DARTIS_2019,5082,nw,no_oil_water,nw-1858-11-000092.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,S1_20190522_155643_155737_VV_158,external_test
DARTIS_2019,5083,nw,no_oil_water,nw-1859-11-000093.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,S1_20190522_155643_155737_VV_177,external_test
DARTIS_2019,5084,nw,no_oil_water,nw-1860-11-000094.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,S1_20190522_155643_155737_VV_285,external_test
DARTIS_2019,3801,nw,no_oil_water,nw-0577-03-000074.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,S1_20190527_160407_160547_VV_89,external_test
DARTIS_2019,4238,nw,no_oil_water,nw-1014-06-000102.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,S1_20190527_160407_160547_VV_188,external_test
DARTIS_2019,4239,nw,no_oil_water,nw-1015-06-000103.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,S1_20190527_160407_160547_VV_59,external_test
DARTIS_2019,4373,nw,no_oil_water,nw-1149-07-000071.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,S1_20190527_160407_160547_VV_204,external_test
DARTIS_2019,5090,nw,no_oil_water,nw-1866-11-000100.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,S1_20190527_160407_160547_VV_194,external_test
DARTIS_2019,5091,nw,no_oil_water,nw-1867-11-000101.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,S1_20190527_160407_160547_VV_64,external_test
DARTIS_2019,5092,nw,no_oil_water,nw-1868-11-000102.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,S1_20190527_160407_160547_VV_65,external_test
DARTIS_2019,5093,nw,no_oil_water,nw-1869-11-000103.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190527T160522_20190527T160547_016432_01EEE6_9F08.SAFE,S1_20190527_160407_160547_VV_86,external_test
DARTIS_2019,4549,nw,no_oil_water,nw-1325-08-000076.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190529T154903_20190529T154928_016461_01EFC4_CD23.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190529T154903_20190529T154928_016461_01EFC4_CD23.SAFE,S1_20190529_154748_154928_VV_27,external_test
DARTIS_2019,4733,nw,no_oil_water,nw-1509-09-000085.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190529T154903_20190529T154928_016461_01EFC4_CD23.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190529T154903_20190529T154928_016461_01EFC4_CD23.SAFE,S1_20190529_154748_154928_VV_56,external_test
DARTIS_2019,4734,nw,no_oil_water,nw-1510-09-000086.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190529T154903_20190529T154928_016461_01EFC4_CD23.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190529T154903_20190529T154928_016461_01EFC4_CD23.SAFE,S1_20190529_154748_154928_VV_69,external_test
DARTIS_2019,4551,nw,no_oil_water,nw-1327-08-000078.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190530T035042_20190530T035107_016468_01EFFB_06B2.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190530T035042_20190530T035107_016468_01EFFB_06B2.SAFE,S1_20190530_035042_035221_VV_19,external_test
DARTIS_2019,4739,nw,no_oil_water,nw-1515-09-000091.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190530T035042_20190530T035107_016468_01EFFB_06B2.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190530T035042_20190530T035107_016468_01EFFB_06B2.SAFE,S1_20190530_035042_035221_VV_39,external_test
DARTIS_2019,4878,nw,no_oil_water,nw-1654-10-000062.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190611T035133_20190611T035158_016643_01F530_8193.SAFE;S1B_IW_GRDH_1SDV_20190611T035108_20190611T035133_016643_01F530_8AD0.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190611T035133_20190611T035158_016643_01F530_8193.SAFE;S1B_IW_GRDH_1SDV_20190611T035108_20190611T035133_016643_01F530_8AD0.SAFE,S1_20190611_035043_035222_VV_84,external_test
DARTIS_2019,3467,nw,no_oil_water,nw-0243-01-000071.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190618T034311_20190618T034336_016745_01F848_5E80.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190618T034311_20190618T034336_016745_01F848_5E80.SAFE,S1_20190618_034221_034401_VV_64,external_test
DARTIS_2019,4254,nw,no_oil_water,nw-1030-06-000118.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190622T154904_20190622T154929_016811_01FA2F_B265.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190622T154904_20190622T154929_016811_01FA2F_B265.SAFE,S1_20190622_154749_154929_VV_24,external_test
DARTIS_2019,3308,nw,no_oil_water,nw-0084-00-000084.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,S1_20190623_035044_035223_VV_134,external_test
DARTIS_2019,3309,nw,no_oil_water,nw-0085-00-000085.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,S1_20190623_035044_035223_VV_141,external_test
DARTIS_2019,3310,nw,no_oil_water,nw-0086-00-000086.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,S1_20190623_035044_035223_VV_158,external_test
DARTIS_2019,3664,nw,no_oil_water,nw-0440-02-000097.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,S1_20190623_035044_035223_VV_122,external_test
DARTIS_2019,3665,nw,no_oil_water,nw-0441-02-000098.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,S1_20190623_035044_035223_VV_130,external_test
DARTIS_2019,4890,nw,no_oil_water,nw-1666-10-000074.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,S1_20190623_035044_035223_VV_128,external_test
DARTIS_2019,4893,nw,no_oil_water,nw-1669-10-000077.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,S1_20190623_035044_035223_VV_98,external_test
DARTIS_2019,4051,nw,no_oil_water,nw-0827-05-000081.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190707T033438_20190707T033503_017022_02005E_E3D4.SAFE;S1B_IW_GRDH_1SDV_20190707T033413_20190707T033438_017022_02005E_80F1.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190707T033438_20190707T033503_017022_02005E_E3D4.SAFE;S1B_IW_GRDH_1SDV_20190707T033413_20190707T033438_017022_02005E_80F1.SAFE,S1_20190707_033413_033553_VV_21,external_test
DARTIS_2019,3471,nw,no_oil_water,nw-0247-01-000075.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,S1_20190709_155646_155740_VV_32,external_test
DARTIS_2019,3819,nw,no_oil_water,nw-0595-03-000092.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,S1_20190709_155646_155740_VV_17,external_test
DARTIS_2019,3820,nw,no_oil_water,nw-0596-03-000093.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,S1_20190709_155646_155740_VV_60,external_test
DARTIS_2019,4052,nw,no_oil_water,nw-0828-05-000082.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,S1_20190709_155646_155740_VV_27,external_test
DARTIS_2019,4053,nw,no_oil_water,nw-0829-05-000083.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,S1_20190709_155646_155740_VV_54,external_test
DARTIS_2019,4258,nw,no_oil_water,nw-1034-06-000122.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,S1_20190709_155646_155740_VV_9,external_test
DARTIS_2019,4395,nw,no_oil_water,nw-1171-07-000093.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,S1_20190709_155646_155740_VV_39,external_test
DARTIS_2019,4056,nw,no_oil_water,nw-0832-05-000086.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190712T034338_20190712T034403_017095_02029D_4A64.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190712T034338_20190712T034403_017095_02029D_4A64.SAFE,S1_20190712_034223_034403_VV_50,external_test
DARTIS_2019,4560,nw,no_oil_water,nw-1336-08-000087.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190817T034340_20190817T034405_017620_021260_79A2.SAFE;S1B_IW_GRDH_1SDV_20190817T034315_20190817T034340_017620_021260_CC88.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190817T034340_20190817T034405_017620_021260_79A2.SAFE;S1B_IW_GRDH_1SDV_20190817T034315_20190817T034340_017620_021260_CC88.SAFE,S1_20190817_034225_034405_VV_52,external_test
DARTIS_2019,3323,nw,no_oil_water,nw-0099-00-000099.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190828T154040_20190828T154105_017788_02179A_9F35.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190828T154040_20190828T154105_017788_02179A_9F35.SAFE,S1_20190828_153950_154105_VV_47,external_test
DARTIS_2019,3486,nw,no_oil_water,nw-0262-01-000090.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190828T154040_20190828T154105_017788_02179A_9F35.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190828T154040_20190828T154105_017788_02179A_9F35.SAFE,S1_20190828_153950_154105_VV_74,external_test
DARTIS_2019,3683,nw,no_oil_water,nw-0459-02-000116.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190828T154040_20190828T154105_017788_02179A_9F35.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190828T154040_20190828T154105_017788_02179A_9F35.SAFE,S1_20190828_153950_154105_VV_54,external_test
DARTIS_2019,4073,nw,no_oil_water,nw-0849-05-000103.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190828T154040_20190828T154105_017788_02179A_9F35.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190828T154040_20190828T154105_017788_02179A_9F35.SAFE,S1_20190828_153950_154105_VV_95,external_test
DARTIS_2019,4904,nw,no_oil_water,nw-1680-10-000088.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190828T154040_20190828T154105_017788_02179A_9F35.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190828T154040_20190828T154105_017788_02179A_9F35.SAFE,S1_20190828_153950_154105_VV_56,external_test
DARTIS_2019,5129,nw,no_oil_water,nw-1905-11-000139.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190828T154040_20190828T154105_017788_02179A_9F35.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190828T154040_20190828T154105_017788_02179A_9F35.SAFE,S1_20190828_153950_154105_VV_90,external_test
DARTIS_2019,5130,nw,no_oil_water,nw-1906-11-000140.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190828T154040_20190828T154105_017788_02179A_9F35.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190828T154040_20190828T154105_017788_02179A_9F35.SAFE,S1_20190828_153950_154105_VV_91,external_test
DARTIS_2019,3490,nw,no_oil_water,nw-0266-01-000094.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190903T035138_20190903T035203_017868_021A04_85C3.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190903T035138_20190903T035203_017868_021A04_85C3.SAFE,S1_20190903_035048_035227_VV_56,external_test
DARTIS_2019,3491,nw,no_oil_water,nw-0267-01-000095.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190903T035138_20190903T035203_017868_021A04_85C3.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190903T035138_20190903T035203_017868_021A04_85C3.SAFE,S1_20190903_035048_035227_VV_57,external_test
DARTIS_2019,4566,nw,no_oil_water,nw-1342-08-000093.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190903T035138_20190903T035203_017868_021A04_85C3.SAFE;S1B_IW_GRDH_1SDV_20190903T035113_20190903T035138_017868_021A04_3E95.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190903T035138_20190903T035203_017868_021A04_85C3.SAFE;S1B_IW_GRDH_1SDV_20190903T035113_20190903T035138_017868_021A04_3E95.SAFE,S1_20190903_035048_035227_VV_108,external_test
DARTIS_2019,3838,nw,no_oil_water,nw-0614-03-000111.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,S1_20190915_035049_035228_VV_32,external_test
DARTIS_2019,4416,nw,no_oil_water,nw-1192-07-000114.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,S1_20190915_035049_035228_VV_97,external_test
DARTIS_2019,4573,nw,no_oil_water,nw-1349-08-000100.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,S1_20190915_035049_035228_VV_91,external_test
DARTIS_2019,4574,nw,no_oil_water,nw-1350-08-000101.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,S1_20190915_035049_035228_VV_98,external_test
DARTIS_2019,4778,nw,no_oil_water,nw-1554-09-000130.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,S1_20190915_035049_035228_VV_69,external_test
DARTIS_2019,3497,nw,no_oil_water,nw-0273-01-000101.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,S1_20190921_153951_154106_VV_32,external_test
DARTIS_2019,3943,nw,no_oil_water,nw-0719-04-000054.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,S1_20190921_153951_154106_VV_82,external_test
DARTIS_2019,3944,nw,no_oil_water,nw-0720-04-000055.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,S1_20190921_153951_154106_VV_83,external_test
DARTIS_2019,4079,nw,no_oil_water,nw-0855-05-000109.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,S1_20190921_153951_154106_VV_28,external_test
DARTIS_2019,4907,nw,no_oil_water,nw-1683-10-000091.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,S1_20190921_153951_154106_VV_50,external_test
DARTIS_2019,4908,nw,no_oil_water,nw-1684-10-000092.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,S1_20190921_153951_154106_VV_53,external_test
DARTIS_2019,5132,nw,no_oil_water,nw-1908-11-000142.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190921T154041_20190921T154106_018138_022283_3509.SAFE,S1_20190921_153951_154106_VV_77,external_test
DARTIS_2019,3841,nw,no_oil_water,nw-0617-03-000114.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,S1_20190927_035049_035228_VV_71,external_test
DARTIS_2019,4426,nw,no_oil_water,nw-1202-07-000124.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,S1_20190927_035049_035228_VV_74,external_test
DARTIS_2019,4914,nw,no_oil_water,nw-1690-10-000098.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,S1_20190927_035049_035228_VV_65,external_test
DARTIS_2019,4915,nw,no_oil_water,nw-1691-10-000099.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,S1_20190927_035049_035228_VV_80,external_test
DARTIS_2019,4916,nw,no_oil_water,nw-1692-10-000100.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,S1_20190927_035049_035228_VV_84,external_test
DARTIS_2019,4917,nw,no_oil_water,nw-1693-10-000101.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,S1_20190927_035049_035228_VV_89,external_test
DARTIS_2019,4918,nw,no_oil_water,nw-1694-10-000102.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,S1_20190927_035049_035228_VV_92,external_test
DARTIS_2019,3339,nw,no_oil_water,nw-0115-00-000115.jpg,640,640,0,S1B_IW_GRDH_1SDV_20191002T035949_20191002T040014_018291_022738_5054.SAFE,ID_3,S1B_IW_GRDH_1SDV_20191002T035949_20191002T040014_018291_022738_5054.SAFE,S1_20191002_035859_040038_VV_112,external_test
DARTIS_2019,3342,nw,no_oil_water,nw-0118-00-000118.jpg,640,640,0,S1B_IW_GRDH_1SDV_20191002T035949_20191002T040014_018291_022738_5054.SAFE,ID_3,S1B_IW_GRDH_1SDV_20191002T035949_20191002T040014_018291_022738_5054.SAFE,S1_20191002_035859_040038_VV_80,external_test
DARTIS_2019,3343,nw,no_oil_water,nw-0119-00-000119.jpg,640,640,0,S1B_IW_GRDH_1SDV_20191002T035949_20191002T040014_018291_022738_5054.SAFE,ID_3,S1B_IW_GRDH_1SDV_20191002T035949_20191002T040014_018291_022738_5054.SAFE,S1_20191002_035859_040038_VV_96,external_test
DARTIS_2019,3509,nw,no_oil_water,nw-0285-01-000113.jpg,640,640,0,S1B_IW_GRDH_1SDV_20191002T035949_20191002T040014_018291_022738_5054.SAFE,ID_3,S1B_IW_GRDH_1SDV_20191002T035949_20191002T040014_018291_022738_5054.SAFE,S1_20191002_035859_040038_VV_242,external_test
