sample_key,dataset_group,split,image_path,mask_path,image_open_ok,mask_open_ok,same_shape,image_width,image_height,image_bands,mask_width,mask_height,mask_bands,mask_min,mask_max,mask_unique_preview,valid_pixel_ratio,inspection_error
Ghana_45911,flood,train,data/external/sen1floods11/flood_sar/Ghana_45911_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_45911_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Ghana_49890,flood,train,data/external/sen1floods11/flood_sar/Ghana_49890_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_49890_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,0.0,0.0,1.0,
Ghana_597288,flood,train,data/external/sen1floods11/flood_sar/Ghana_597288_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_597288_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Ghana_61925,flood,train,data/external/sen1floods11/flood_sar/Ghana_61925_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_61925_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Ghana_7496,flood,train,data/external/sen1floods11/flood_sar/Ghana_7496_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_7496_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,0.0,0.0,1.0,
Ghana_8090,flood,train,data/external/sen1floods11/flood_sar/Ghana_8090_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_8090_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Ghana_83200,flood,train,data/external/sen1floods11/flood_sar/Ghana_83200_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_83200_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Ghana_887131,flood,train,data/external/sen1floods11/flood_sar/Ghana_887131_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_887131_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Ghana_953791,flood,train,data/external/sen1floods11/flood_sar/Ghana_953791_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_953791_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Ghana_97516,flood,train,data/external/sen1floods11/flood_sar/Ghana_97516_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_97516_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_1017769,flood,train,data/external/sen1floods11/flood_sar/India_1017769_S1Hand.tif,data/external/sen1floods11/flood_mask/India_1017769_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_103447,flood,train,data/external/sen1floods11/flood_sar/India_103447_S1Hand.tif,data/external/sen1floods11/flood_mask/India_103447_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_1072277,flood,train,data/external/sen1floods11/flood_sar/India_1072277_S1Hand.tif,data/external/sen1floods11/flood_mask/India_1072277_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_135434,flood,train,data/external/sen1floods11/flood_sar/India_135434_S1Hand.tif,data/external/sen1floods11/flood_mask/India_135434_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_136196,flood,train,data/external/sen1floods11/flood_sar/India_136196_S1Hand.tif,data/external/sen1floods11/flood_mask/India_136196_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
India_166709,flood,train,data/external/sen1floods11/flood_sar/India_166709_S1Hand.tif,data/external/sen1floods11/flood_mask/India_166709_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_177319,flood,train,data/external/sen1floods11/flood_sar/India_177319_S1Hand.tif,data/external/sen1floods11/flood_mask/India_177319_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_179238,flood,train,data/external/sen1floods11/flood_sar/India_179238_S1Hand.tif,data/external/sen1floods11/flood_mask/India_179238_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_207862,flood,train,data/external/sen1floods11/flood_sar/India_207862_S1Hand.tif,data/external/sen1floods11/flood_mask/India_207862_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_25540,flood,train,data/external/sen1floods11/flood_sar/India_25540_S1Hand.tif,data/external/sen1floods11/flood_mask/India_25540_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_265762,flood,train,data/external/sen1floods11/flood_sar/India_265762_S1Hand.tif,data/external/sen1floods11/flood_mask/India_265762_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_273873,flood,train,data/external/sen1floods11/flood_sar/India_273873_S1Hand.tif,data/external/sen1floods11/flood_mask/India_273873_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_285297,flood,train,data/external/sen1floods11/flood_sar/India_285297_S1Hand.tif,data/external/sen1floods11/flood_mask/India_285297_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_287642,flood,train,data/external/sen1floods11/flood_sar/India_287642_S1Hand.tif,data/external/sen1floods11/flood_mask/India_287642_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_324254,flood,train,data/external/sen1floods11/flood_sar/India_324254_S1Hand.tif,data/external/sen1floods11/flood_mask/India_324254_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
India_373039,flood,train,data/external/sen1floods11/flood_sar/India_373039_S1Hand.tif,data/external/sen1floods11/flood_mask/India_373039_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_383430,flood,train,data/external/sen1floods11/flood_sar/India_383430_S1Hand.tif,data/external/sen1floods11/flood_mask/India_383430_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_391908,flood,train,data/external/sen1floods11/flood_sar/India_391908_S1Hand.tif,data/external/sen1floods11/flood_mask/India_391908_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_500266,flood,train,data/external/sen1floods11/flood_sar/India_500266_S1Hand.tif,data/external/sen1floods11/flood_mask/India_500266_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_534470,flood,train,data/external/sen1floods11/flood_sar/India_534470_S1Hand.tif,data/external/sen1floods11/flood_mask/India_534470_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_56450,flood,train,data/external/sen1floods11/flood_sar/India_56450_S1Hand.tif,data/external/sen1floods11/flood_mask/India_56450_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_566697,flood,train,data/external/sen1floods11/flood_sar/India_566697_S1Hand.tif,data/external/sen1floods11/flood_mask/India_566697_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_591549,flood,train,data/external/sen1floods11/flood_sar/India_591549_S1Hand.tif,data/external/sen1floods11/flood_mask/India_591549_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_59460,flood,train,data/external/sen1floods11/flood_sar/India_59460_S1Hand.tif,data/external/sen1floods11/flood_mask/India_59460_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_624341,flood,train,data/external/sen1floods11/flood_sar/India_624341_S1Hand.tif,data/external/sen1floods11/flood_mask/India_624341_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_652725,flood,train,data/external/sen1floods11/flood_sar/India_652725_S1Hand.tif,data/external/sen1floods11/flood_mask/India_652725_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_664410,flood,train,data/external/sen1floods11/flood_sar/India_664410_S1Hand.tif,data/external/sen1floods11/flood_mask/India_664410_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_698338,flood,train,data/external/sen1floods11/flood_sar/India_698338_S1Hand.tif,data/external/sen1floods11/flood_mask/India_698338_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_707886,flood,train,data/external/sen1floods11/flood_sar/India_707886_S1Hand.tif,data/external/sen1floods11/flood_mask/India_707886_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_73419,flood,train,data/external/sen1floods11/flood_sar/India_73419_S1Hand.tif,data/external/sen1floods11/flood_mask/India_73419_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_747970,flood,train,data/external/sen1floods11/flood_sar/India_747970_S1Hand.tif,data/external/sen1floods11/flood_mask/India_747970_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_773682,flood,train,data/external/sen1floods11/flood_sar/India_773682_S1Hand.tif,data/external/sen1floods11/flood_mask/India_773682_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_774689,flood,train,data/external/sen1floods11/flood_sar/India_774689_S1Hand.tif,data/external/sen1floods11/flood_mask/India_774689_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_804466,flood,train,data/external/sen1floods11/flood_sar/India_804466_S1Hand.tif,data/external/sen1floods11/flood_mask/India_804466_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_842775,flood,train,data/external/sen1floods11/flood_sar/India_842775_S1Hand.tif,data/external/sen1floods11/flood_mask/India_842775_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_91379,flood,train,data/external/sen1floods11/flood_sar/India_91379_S1Hand.tif,data/external/sen1floods11/flood_mask/India_91379_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_943439,flood,train,data/external/sen1floods11/flood_sar/India_943439_S1Hand.tif,data/external/sen1floods11/flood_mask/India_943439_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_956930,flood,train,data/external/sen1floods11/flood_sar/India_956930_S1Hand.tif,data/external/sen1floods11/flood_mask/India_956930_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_979278,flood,train,data/external/sen1floods11/flood_sar/India_979278_S1Hand.tif,data/external/sen1floods11/flood_mask/India_979278_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
India_981708,flood,train,data/external/sen1floods11/flood_sar/India_981708_S1Hand.tif,data/external/sen1floods11/flood_mask/India_981708_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_1111068,flood,train,data/external/sen1floods11/flood_sar/Mekong_1111068_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_1111068_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_1191208,flood,train,data/external/sen1floods11/flood_sar/Mekong_1191208_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_1191208_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_119477,flood,train,data/external/sen1floods11/flood_sar/Mekong_119477_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_119477_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_1248200,flood,train,data/external/sen1floods11/flood_sar/Mekong_1248200_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_1248200_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_1282475,flood,train,data/external/sen1floods11/flood_sar/Mekong_1282475_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_1282475_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Mekong_1395593,flood,train,data/external/sen1floods11/flood_sar/Mekong_1395593_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_1395593_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_1396181,flood,train,data/external/sen1floods11/flood_sar/Mekong_1396181_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_1396181_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_1439641,flood,train,data/external/sen1floods11/flood_sar/Mekong_1439641_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_1439641_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_16233,flood,train,data/external/sen1floods11/flood_sar/Mekong_16233_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_16233_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_213094,flood,train,data/external/sen1floods11/flood_sar/Mekong_213094_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_213094_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_221789,flood,train,data/external/sen1floods11/flood_sar/Mekong_221789_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_221789_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Mekong_269835,flood,train,data/external/sen1floods11/flood_sar/Mekong_269835_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_269835_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_342411,flood,train,data/external/sen1floods11/flood_sar/Mekong_342411_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_342411_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_52610,flood,train,data/external/sen1floods11/flood_sar/Mekong_52610_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_52610_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Mekong_596495,flood,train,data/external/sen1floods11/flood_sar/Mekong_596495_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_596495_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_774566,flood,train,data/external/sen1floods11/flood_sar/Mekong_774566_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_774566_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_846007,flood,train,data/external/sen1floods11/flood_sar/Mekong_846007_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_846007_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Mekong_922373,flood,train,data/external/sen1floods11/flood_sar/Mekong_922373_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_922373_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Nigeria_143329,flood,train,data/external/sen1floods11/flood_sar/Nigeria_143329_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_143329_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Nigeria_35845,flood,train,data/external/sen1floods11/flood_sar/Nigeria_35845_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_35845_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Nigeria_439488,flood,train,data/external/sen1floods11/flood_sar/Nigeria_439488_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_439488_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Nigeria_529525,flood,train,data/external/sen1floods11/flood_sar/Nigeria_529525_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_529525_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Nigeria_598959,flood,train,data/external/sen1floods11/flood_sar/Nigeria_598959_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_598959_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Nigeria_600295,flood,train,data/external/sen1floods11/flood_sar/Nigeria_600295_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_600295_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Nigeria_707067,flood,train,data/external/sen1floods11/flood_sar/Nigeria_707067_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_707067_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Nigeria_78061,flood,train,data/external/sen1floods11/flood_sar/Nigeria_78061_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_78061_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Nigeria_81933,flood,train,data/external/sen1floods11/flood_sar/Nigeria_81933_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_81933_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Nigeria_952958,flood,train,data/external/sen1floods11/flood_sar/Nigeria_952958_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_952958_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Pakistan_1036366,flood,train,data/external/sen1floods11/flood_sar/Pakistan_1036366_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_1036366_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Pakistan_132143,flood,train,data/external/sen1floods11/flood_sar/Pakistan_132143_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_132143_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,0.0,0.0,1.0,
Pakistan_211386,flood,train,data/external/sen1floods11/flood_sar/Pakistan_211386_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_211386_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Pakistan_246510,flood,train,data/external/sen1floods11/flood_sar/Pakistan_246510_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_246510_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Pakistan_246718,flood,train,data/external/sen1floods11/flood_sar/Pakistan_246718_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_246718_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Pakistan_35915,flood,train,data/external/sen1floods11/flood_sar/Pakistan_35915_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_35915_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Pakistan_366265,flood,train,data/external/sen1floods11/flood_sar/Pakistan_366265_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_366265_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Pakistan_401863,flood,train,data/external/sen1floods11/flood_sar/Pakistan_401863_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_401863_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Pakistan_474121,flood,train,data/external/sen1floods11/flood_sar/Pakistan_474121_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_474121_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Pakistan_548910,flood,train,data/external/sen1floods11/flood_sar/Pakistan_548910_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_548910_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Pakistan_65724,flood,train,data/external/sen1floods11/flood_sar/Pakistan_65724_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_65724_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Pakistan_667363,flood,train,data/external/sen1floods11/flood_sar/Pakistan_667363_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_667363_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Pakistan_712873,flood,train,data/external/sen1floods11/flood_sar/Pakistan_712873_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_712873_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Pakistan_740461,flood,train,data/external/sen1floods11/flood_sar/Pakistan_740461_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_740461_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Pakistan_760290,flood,train,data/external/sen1floods11/flood_sar/Pakistan_760290_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_760290_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Pakistan_909806,flood,train,data/external/sen1floods11/flood_sar/Pakistan_909806_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_909806_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Paraguay_1029042,flood,train,data/external/sen1floods11/flood_sar/Paraguay_1029042_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_1029042_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Paraguay_1056717,flood,train,data/external/sen1floods11/flood_sar/Paraguay_1056717_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_1056717_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Paraguay_1076204,flood,train,data/external/sen1floods11/flood_sar/Paraguay_1076204_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_1076204_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Paraguay_11869,flood,train,data/external/sen1floods11/flood_sar/Paraguay_11869_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_11869_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Paraguay_126224,flood,train,data/external/sen1floods11/flood_sar/Paraguay_126224_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_126224_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Paraguay_12870,flood,train,data/external/sen1floods11/flood_sar/Paraguay_12870_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_12870_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,0.0,0.0,1.0,
Paraguay_148318,flood,train,data/external/sen1floods11/flood_sar/Paraguay_148318_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_148318_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Paraguay_149787,flood,train,data/external/sen1floods11/flood_sar/Paraguay_149787_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_149787_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Paraguay_149830,flood,train,data/external/sen1floods11/flood_sar/Paraguay_149830_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_149830_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Paraguay_179624,flood,train,data/external/sen1floods11/flood_sar/Paraguay_179624_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_179624_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Paraguay_191503,flood,train,data/external/sen1floods11/flood_sar/Paraguay_191503_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_191503_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Paraguay_198534,flood,train,data/external/sen1floods11/flood_sar/Paraguay_198534_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_198534_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Paraguay_212687,flood,train,data/external/sen1floods11/flood_sar/Paraguay_212687_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_212687_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Paraguay_215904,flood,train,data/external/sen1floods11/flood_sar/Paraguay_215904_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_215904_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Paraguay_224845,flood,train,data/external/sen1floods11/flood_sar/Paraguay_224845_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_224845_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Paraguay_225187,flood,train,data/external/sen1floods11/flood_sar/Paraguay_225187_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_225187_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Paraguay_24341,flood,train,data/external/sen1floods11/flood_sar/Paraguay_24341_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_24341_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Paraguay_246154,flood,train,data/external/sen1floods11/flood_sar/Paraguay_246154_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_246154_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Paraguay_247656,flood,train,data/external/sen1floods11/flood_sar/Paraguay_247656_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_247656_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
