candidate_id,label,label_source,sample_id,group,split_role,source_image_path,crop_path,component_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,area_pixels,area_percent_total,verifier_probability,verifier_threshold,safe_water_fraction,uncertain_fraction
nc-0067-00-000067:01,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0067-00-000067,nc,train,data/external/dartis/raw/nc/nc-0067-00-000067.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0067-00-000067__candidate_01.png,1,433,436,483,496,410,415,506,517,521,0.127197265625,1.0,0.17347800436047464,0.36545166015625,0.11495361328125
nc-0067-00-000067:02,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0067-00-000067,nc,train,data/external/dartis/raw/nc/nc-0067-00-000067.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0067-00-000067__candidate_02.png,2,414,330,450,354,384,294,480,390,417,0.101806640625,1.0,0.17347800436047464,0.36545166015625,0.11495361328125
nc-0293-04-000014:10,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0293-04-000014,nc,train,data/external/dartis/raw/nc/nc-0293-04-000014.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0293-04-000014__candidate_10.png,10,453,186,477,238,417,164,513,260,716,0.1748046875,1.0,0.17347800436047464,0.4196923828125,0.05982421875
nc-0293-04-000014:13,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0293-04-000014,nc,train,data/external/dartis/raw/nc/nc-0293-04-000014.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0293-04-000014__candidate_13.png,13,114,511,134,528,76,472,172,568,228,0.05566406249999999,1.0,0.17347800436047464,0.4196923828125,0.05982421875
nc-0150-01-000074:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0150-01-000074,nc,train,data/external/dartis/raw/nc/nc-0150-01-000074.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0150-01-000074__candidate_06.png,6,441,591,477,639,411,544,507,640,240,0.05859375,1.0,0.17347800436047464,0.7152734375,0.0410009765625
nc-0323-04-000044:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0323-04-000044,nc,train,data/external/dartis/raw/nc/nc-0323-04-000044.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0323-04-000044__candidate_06.png,6,373,263,422,311,350,239,446,335,942,0.22998046875,1.0,0.17347800436047464,0.546796875,0.162197265625
nc-0323-04-000044:11,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0323-04-000044,nc,train,data/external/dartis/raw/nc/nc-0323-04-000044.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0323-04-000044__candidate_11.png,11,462,0,519,30,442,0,539,96,482,0.11767578125,1.0,0.17347800436047464,0.546796875,0.162197265625
nc-0323-04-000044:12,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0323-04-000044,nc,train,data/external/dartis/raw/nc/nc-0323-04-000044.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0323-04-000044__candidate_12.png,12,536,55,569,96,504,28,600,124,407,0.099365234375,1.0,0.17347800436047464,0.546796875,0.162197265625
nc-0323-04-000044:13,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0323-04-000044,nc,train,data/external/dartis/raw/nc/nc-0323-04-000044.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0323-04-000044__candidate_13.png,13,296,210,316,246,258,180,354,276,331,0.080810546875,1.0,0.17347800436047464,0.546796875,0.162197265625
nc-0323-04-000044:14,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0323-04-000044,nc,train,data/external/dartis/raw/nc/nc-0323-04-000044.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0323-04-000044__candidate_14.png,14,418,260,438,285,380,224,476,320,253,0.06176757812499999,1.0,0.17347800436047464,0.546796875,0.162197265625
nc-0103-01-000027:05,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0103-01-000027,nc,train,data/external/dartis/raw/nc/nc-0103-01-000027.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0103-01-000027__candidate_05.png,5,545,244,577,267,513,208,609,304,418,0.10205078125,1.0,0.17347800436047464,0.7508203125,0.01364990234375
nc-0103-01-000027:08,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0103-01-000027,nc,train,data/external/dartis/raw/nc/nc-0103-01-000027.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0103-01-000027__candidate_08.png,8,398,46,430,72,366,11,462,107,309,0.075439453125,1.0,0.17347800436047464,0.7508203125,0.01364990234375
nc-0103-01-000027:10,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0103-01-000027,nc,train,data/external/dartis/raw/nc/nc-0103-01-000027.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0103-01-000027__candidate_10.png,10,433,1,473,10,405,0,501,96,205,0.05004882812499999,1.0,0.17347800436047464,0.7508203125,0.01364990234375
nc-0317-04-000038:01,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0317-04-000038,nc,train,data/external/dartis/raw/nc/nc-0317-04-000038.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0317-04-000038__candidate_01.png,1,313,536,366,614,292,507,388,640,1490,0.36376953125,1.0,0.17347800436047464,0.71239013671875,0.026123046875
nc-0317-04-000038:05,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0317-04-000038,nc,train,data/external/dartis/raw/nc/nc-0317-04-000038.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0317-04-000038__candidate_05.png,5,61,492,87,536,26,466,122,562,517,0.126220703125,1.0,0.17347800436047464,0.71239013671875,0.026123046875
nc-0317-04-000038:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0317-04-000038,nc,train,data/external/dartis/raw/nc/nc-0317-04-000038.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0317-04-000038__candidate_06.png,6,8,393,20,454,0,372,96,476,314,0.07666015625,1.0,0.17347800436047464,0.71239013671875,0.026123046875
nc-0156-01-000080:02,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0156-01-000080,nc,train,data/external/dartis/raw/nc/nc-0156-01-000080.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0156-01-000080__candidate_02.png,2,0,587,16,639,0,544,96,640,256,0.0625,1.0,0.17347800436047464,0.91408447265625,0.03225341796875
nc-0083-01-000007:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0083-01-000007,nc,train,data/external/dartis/raw/nc/nc-0083-01-000007.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0083-01-000007__candidate_04.png,4,580,226,624,282,544,206,640,302,922,0.22509765625000003,1.0,0.17347800436047464,0.87675537109375,0.01270751953125
nc-0083-01-000007:05,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0083-01-000007,nc,train,data/external/dartis/raw/nc/nc-0083-01-000007.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0083-01-000007__candidate_05.png,5,563,277,589,305,528,243,624,339,302,0.07373046875,1.0,0.17347800436047464,0.87675537109375,0.01270751953125
nc-0062-00-000062:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0062-00-000062,nc,train,data/external/dartis/raw/nc/nc-0062-00-000062.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0062-00-000062__candidate_04.png,4,122,536,176,578,101,509,197,605,1039,0.253662109375,1.0,0.17347800436047464,0.52542236328125,0.11405517578125
nc-0062-00-000062:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0062-00-000062,nc,train,data/external/dartis/raw/nc/nc-0062-00-000062.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0062-00-000062__candidate_06.png,6,546,280,587,321,518,252,614,348,828,0.20214843749999997,1.0,0.17347800436047464,0.52542236328125,0.11405517578125
nc-0062-00-000062:08,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0062-00-000062,nc,train,data/external/dartis/raw/nc/nc-0062-00-000062.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0062-00-000062__candidate_08.png,8,494,116,532,145,465,82,561,178,490,0.11962890625000001,1.0,0.17347800436047464,0.52542236328125,0.11405517578125
nc-0062-00-000062:10,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0062-00-000062,nc,train,data/external/dartis/raw/nc/nc-0062-00-000062.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0062-00-000062__candidate_10.png,10,559,427,580,463,522,397,618,493,407,0.099365234375,1.0,0.17347800436047464,0.52542236328125,0.11405517578125
nc-0062-00-000062:12,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0062-00-000062,nc,train,data/external/dartis/raw/nc/nc-0062-00-000062.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0062-00-000062__candidate_12.png,12,509,286,536,317,474,254,570,350,354,0.08642578125,1.0,0.17347800436047464,0.52542236328125,0.11405517578125
nc-0191-02-000031:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0191-02-000031,nc,train,data/external/dartis/raw/nc/nc-0191-02-000031.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0191-02-000031__candidate_06.png,6,563,220,597,245,532,184,628,280,405,0.098876953125,1.0,0.17347800436047464,0.73097900390625,0.22482666015625
nc-0012-00-000012:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0012-00-000012,nc,train,data/external/dartis/raw/nc/nc-0012-00-000012.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0012-00-000012__candidate_04.png,4,70,494,116,531,45,464,141,560,905,0.22094726562500003,1.0,0.17347800436047464,0.8575830078125,0.0377978515625
nc-0082-01-000006:03,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0082-01-000006,nc,train,data/external/dartis/raw/nc/nc-0082-01-000006.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0082-01-000006__candidate_03.png,3,105,436,157,510,83,410,179,536,1093,0.266845703125,1.0,0.17347800436047464,0.54695556640625,0.09062744140625
nc-0082-01-000006:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0082-01-000006,nc,train,data/external/dartis/raw/nc/nc-0082-01-000006.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0082-01-000006__candidate_04.png,4,312,454,366,474,291,416,387,512,468,0.1142578125,1.0,0.17347800436047464,0.54695556640625,0.09062744140625
nc-0082-01-000006:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0082-01-000006,nc,train,data/external/dartis/raw/nc/nc-0082-01-000006.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0082-01-000006__candidate_06.png,6,428,567,454,592,393,532,489,628,222,0.05419921875000001,1.0,0.17347800436047464,0.54695556640625,0.09062744140625
nc-0159-01-000083:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0159-01-000083,nc,train,data/external/dartis/raw/nc/nc-0159-01-000083.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0159-01-000083__candidate_04.png,4,292,43,316,67,256,7,352,103,298,0.07275390625,1.0,0.17347800436047464,0.61051513671875,0.031572265625
nc-0341-04-000062:02,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0341-04-000062,nc,train,data/external/dartis/raw/nc/nc-0341-04-000062.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0341-04-000062__candidate_02.png,2,359,1,403,34,333,0,429,96,699,0.170654296875,1.0,0.17347800436047464,0.88560302734375,0.06984130859375
nc-0218-02-000058:10,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0218-02-000058,nc,train,data/external/dartis/raw/nc/nc-0218-02-000058.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0218-02-000058__candidate_10.png,10,223,619,266,640,196,544,292,640,410,0.10009765624999999,1.0,0.17347800436047464,0.80545166015625,0.02314697265625
nc-0218-02-000058:12,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0218-02-000058,nc,train,data/external/dartis/raw/nc/nc-0218-02-000058.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0218-02-000058__candidate_12.png,12,1,553,20,582,0,520,96,616,380,0.0927734375,1.0,0.17347800436047464,0.80545166015625,0.02314697265625
nc-0058-00-000058:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0058-00-000058,nc,train,data/external/dartis/raw/nc/nc-0058-00-000058.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0058-00-000058__candidate_04.png,4,248,228,291,296,222,204,318,320,985,0.240478515625,1.0,0.17347800436047464,0.44115234375,0.10679443359375
nc-0058-00-000058:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0058-00-000058,nc,train,data/external/dartis/raw/nc/nc-0058-00-000058.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0058-00-000058__candidate_06.png,6,1,251,34,316,0,228,96,338,711,0.173583984375,1.0,0.17347800436047464,0.44115234375,0.10679443359375
nc-0058-00-000058:08,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0058-00-000058,nc,train,data/external/dartis/raw/nc/nc-0058-00-000058.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0058-00-000058__candidate_08.png,8,129,135,153,175,93,107,189,203,579,0.141357421875,1.0,0.17347800436047464,0.44115234375,0.10679443359375
nc-0058-00-000058:10,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0058-00-000058,nc,train,data/external/dartis/raw/nc/nc-0058-00-000058.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0058-00-000058__candidate_10.png,10,34,447,73,474,6,412,102,508,337,0.082275390625,1.0,0.17347800436047464,0.44115234375,0.10679443359375
nc-0258-03-000023:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0258-03-000023,nc,train,data/external/dartis/raw/nc/nc-0258-03-000023.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0258-03-000023__candidate_06.png,6,509,228,562,265,488,198,584,294,402,0.09814453124999999,1.0,0.17347800436047464,0.30166748046875,0.08154296875
nc-0053-00-000053:01,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0053-00-000053,nc,train,data/external/dartis/raw/nc/nc-0053-00-000053.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0053-00-000053__candidate_01.png,1,401,316,444,383,374,292,470,406,1314,0.32080078125,1.0,0.17347800436047464,0.410068359375,0.05098388671875
nc-0053-00-000053:03,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0053-00-000053,nc,train,data/external/dartis/raw/nc/nc-0053-00-000053.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0053-00-000053__candidate_03.png,3,447,359,461,403,406,333,502,429,393,0.095947265625,1.0,0.17347800436047464,0.410068359375,0.05098388671875
nc-0223-02-000063:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0223-02-000063,nc,train,data/external/dartis/raw/nc/nc-0223-02-000063.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0223-02-000063__candidate_04.png,4,291,36,348,51,271,0,368,96,452,0.11035156249999999,1.0,0.17347800436047464,0.63349365234375,0.0465771484375
nc-0223-02-000063:05,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0223-02-000063,nc,train,data/external/dartis/raw/nc/nc-0223-02-000063.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0223-02-000063__candidate_05.png,5,324,309,351,341,290,277,386,373,356,0.0869140625,1.0,0.17347800436047464,0.63349365234375,0.0465771484375
nc-0223-02-000063:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0223-02-000063,nc,train,data/external/dartis/raw/nc/nc-0223-02-000063.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0223-02-000063__candidate_06.png,6,1,109,9,187,0,82,96,215,279,0.068115234375,1.0,0.17347800436047464,0.63349365234375,0.0465771484375
nc-0165-02-000005:02,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0165-02-000005,nc,train,data/external/dartis/raw/nc/nc-0165-02-000005.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0165-02-000005__candidate_02.png,2,133,38,191,76,112,9,211,105,600,0.146484375,1.0,0.17347800436047464,0.7801123046875,0.01648193359375
nc-0165-02-000005:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0165-02-000005,nc,train,data/external/dartis/raw/nc/nc-0165-02-000005.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0165-02-000005__candidate_04.png,4,606,386,640,426,544,358,640,454,492,0.1201171875,1.0,0.17347800436047464,0.7801123046875,0.01648193359375
nc-0165-02-000005:05,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0165-02-000005,nc,train,data/external/dartis/raw/nc/nc-0165-02-000005.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0165-02-000005__candidate_05.png,5,457,176,499,196,430,138,526,234,476,0.1162109375,1.0,0.17347800436047464,0.7801123046875,0.01648193359375
nc-0165-02-000005:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0165-02-000005,nc,train,data/external/dartis/raw/nc/nc-0165-02-000005.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0165-02-000005__candidate_06.png,6,193,7,226,46,162,0,258,96,472,0.115234375,1.0,0.17347800436047464,0.7801123046875,0.01648193359375
nc-0165-02-000005:08,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0165-02-000005,nc,train,data/external/dartis/raw/nc/nc-0165-02-000005.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0165-02-000005__candidate_08.png,8,152,213,177,240,116,178,212,274,363,0.088623046875,1.0,0.17347800436047464,0.7801123046875,0.01648193359375
nc-0173-02-000013:05,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0173-02-000013,nc,train,data/external/dartis/raw/nc/nc-0173-02-000013.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0173-02-000013__candidate_05.png,5,330,175,374,197,304,138,400,234,323,0.078857421875,1.0,0.17347800436047464,0.73796630859375,0.09494873046875
nw-1282-08-000033:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nw-1282-08-000033,nw,train,data/external/dartis/raw/nw/nw-1282-08-000033.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nw-1282-08-000033__candidate_04.png,4,422,93,455,142,390,70,486,166,824,0.201171875,1.0,0.17347800436047464,0.14966552734375,0.21948974609375
nw-1282-08-000033:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nw-1282-08-000033,nw,train,data/external/dartis/raw/nw/nw-1282-08-000033.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nw-1282-08-000033__candidate_06.png,6,600,398,632,427,544,364,640,460,348,0.0849609375,1.0,0.17347800436047464,0.14966552734375,0.21948974609375
nw-0674-04-000009:07,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nw-0674-04-000009,nw,train,data/external/dartis/raw/nw/nw-0674-04-000009.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nw-0674-04-000009__candidate_07.png,7,468,354,496,391,434,324,530,420,351,0.085693359375,1.0,0.17347800436047464,0.85304931640625,0.1364208984375
nw-0674-04-000009:09,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nw-0674-04-000009,nw,train,data/external/dartis/raw/nw/nw-0674-04-000009.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nw-0674-04-000009__candidate_09.png,9,565,184,592,216,530,152,626,248,331,0.080810546875,1.0,0.17347800436047464,0.85304931640625,0.1364208984375
nc-0152-01-000076:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0152-01-000076,nc,train,data/external/dartis/raw/nc/nc-0152-01-000076.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0152-01-000076__candidate_04.png,4,90,517,166,584,64,494,193,608,2869,0.700439453125,0.9999998807907104,0.17347800436047464,0.64014892578125,0.011279296875
nc-0152-01-000076:07,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0152-01-000076,nc,train,data/external/dartis/raw/nc/nc-0152-01-000076.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0152-01-000076__candidate_07.png,7,229,326,300,360,204,295,325,391,960,0.234375,0.9999998807907104,0.17347800436047464,0.64014892578125,0.011279296875
nc-0152-01-000076:09,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0152-01-000076,nc,train,data/external/dartis/raw/nc/nc-0152-01-000076.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0152-01-000076__candidate_09.png,9,132,21,162,77,99,1,195,97,308,0.0751953125,0.9999998807907104,0.17347800436047464,0.64014892578125,0.011279296875
nc-0288-04-000009:08,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0288-04-000009,nc,train,data/external/dartis/raw/nc/nc-0288-04-000009.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0288-04-000009__candidate_08.png,8,537,541,586,564,514,504,610,600,445,0.108642578125,0.9999998807907104,0.17347800436047464,0.3428466796875,0.1111328125
nc-0067-00-000067:03,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0067-00-000067,nc,train,data/external/dartis/raw/nc/nc-0067-00-000067.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0067-00-000067__candidate_03.png,3,388,618,414,638,353,544,449,640,317,0.077392578125,0.9999998807907104,0.17347800436047464,0.36545166015625,0.11495361328125
nc-0293-04-000014:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0293-04-000014,nc,train,data/external/dartis/raw/nc/nc-0293-04-000014.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0293-04-000014__candidate_06.png,6,584,479,639,537,544,458,640,557,1730,0.42236328125,0.9999998807907104,0.17347800436047464,0.4196923828125,0.05982421875
nc-0150-01-000074:01,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0150-01-000074,nc,train,data/external/dartis/raw/nc/nc-0150-01-000074.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0150-01-000074__candidate_01.png,1,218,163,268,212,195,140,291,236,1290,0.31494140625,0.9999998807907104,0.17347800436047464,0.7152734375,0.0410009765625
nc-0103-01-000027:03,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0103-01-000027,nc,train,data/external/dartis/raw/nc/nc-0103-01-000027.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0103-01-000027__candidate_03.png,3,407,514,431,583,371,490,467,607,1167,0.284912109375,0.9999998807907104,0.17347800436047464,0.7508203125,0.01364990234375
nc-0103-01-000027:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0103-01-000027,nc,train,data/external/dartis/raw/nc/nc-0103-01-000027.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0103-01-000027__candidate_04.png,4,526,435,545,473,488,406,584,502,420,0.1025390625,0.9999998807907104,0.17347800436047464,0.7508203125,0.01364990234375
nc-0191-02-000031:07,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0191-02-000031,nc,train,data/external/dartis/raw/nc/nc-0191-02-000031.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0191-02-000031__candidate_07.png,7,622,243,640,270,544,208,640,304,240,0.05859375,0.9999998807907104,0.17347800436047464,0.73097900390625,0.22482666015625
nc-0012-00-000012:05,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0012-00-000012,nc,train,data/external/dartis/raw/nc/nc-0012-00-000012.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0012-00-000012__candidate_05.png,5,72,263,119,288,48,228,144,324,637,0.155517578125,0.9999998807907104,0.17347800436047464,0.8575830078125,0.0377978515625
nc-0059-00-000059:02,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0059-00-000059,nc,train,data/external/dartis/raw/nc/nc-0059-00-000059.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0059-00-000059__candidate_02.png,2,289,274,327,288,260,233,356,329,219,0.053466796875,0.9999998807907104,0.17347800436047464,0.4652197265625,0.14505126953125
nc-0331-04-000052:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0331-04-000052,nc,train,data/external/dartis/raw/nc/nc-0331-04-000052.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0331-04-000052__candidate_06.png,6,30,547,54,567,0,509,96,605,308,0.0751953125,0.9999998807907104,0.17347800436047464,0.36776123046875,0.08464111328125
nc-0341-04-000062:01,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0341-04-000062,nc,train,data/external/dartis/raw/nc/nc-0341-04-000062.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0341-04-000062__candidate_01.png,1,403,13,457,42,382,0,478,96,784,0.19140625,0.9999998807907104,0.17347800436047464,0.88560302734375,0.06984130859375
nc-0058-00-000058:09,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0058-00-000058,nc,train,data/external/dartis/raw/nc/nc-0058-00-000058.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0058-00-000058__candidate_09.png,9,34,514,74,544,6,481,102,577,499,0.121826171875,0.9999998807907104,0.17347800436047464,0.44115234375,0.10679443359375
nc-0258-03-000023:10,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0258-03-000023,nc,train,data/external/dartis/raw/nc/nc-0258-03-000023.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0258-03-000023__candidate_10.png,10,419,192,460,217,392,156,488,252,274,0.06689453125,0.9999998807907104,0.17347800436047464,0.30166748046875,0.08154296875
nc-0258-03-000023:11,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0258-03-000023,nc,train,data/external/dartis/raw/nc/nc-0258-03-000023.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0258-03-000023__candidate_11.png,11,423,149,452,167,390,110,486,206,216,0.052734375,0.9999998807907104,0.17347800436047464,0.30166748046875,0.08154296875
nc-0173-02-000013:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0173-02-000013,nc,train,data/external/dartis/raw/nc/nc-0173-02-000013.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0173-02-000013__candidate_06.png,6,401,276,430,297,368,238,464,334,265,0.064697265625,0.9999998807907104,0.17347800436047464,0.73796630859375,0.09494873046875
