sample_id,subset,oil_label,surface_context,image_path,image_width,image_height,land_mask_path,safe_water_mask_path,mask_source,coast_buffer_pixels,polygon_count,land_pixels,land_ratio,safe_water_pixels,safe_water_ratio,excluded_pixels,excluded_ratio,generation_status,eligible_for_training,locked_test_used
nc:nc-0248-03-000013,nc,0,coast,data/external/dartis/raw/nc/nc-0248-03-000013.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0248-03-000013.png,data/derived/v06_water_masks/safe_water/nc/nc-0248-03-000013.png,OSM_GEOGRAPHIC_MASK,8,2,250355,0.61121826171875,147969,0.36125244140625,261631,0.63874755859375,SUCCESS,True,False
nc:nc-0249-03-000014,nc,0,coast,data/external/dartis/raw/nc/nc-0249-03-000014.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0249-03-000014.png,data/derived/v06_water_masks/safe_water/nc/nc-0249-03-000014.png,OSM_GEOGRAPHIC_MASK,8,6,263703,0.64380615234375,132445,0.32335205078125,277155,0.67664794921875,SUCCESS,True,False
nc:nc-0250-03-000015,nc,0,coast,data/external/dartis/raw/nc/nc-0250-03-000015.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0250-03-000015.png,data/derived/v06_water_masks/safe_water/nc/nc-0250-03-000015.png,OSM_GEOGRAPHIC_MASK,8,1,37256,0.09095703125,365720,0.89287109375,43880,0.10712890625,SUCCESS,True,False
nc:nc-0251-03-000016,nc,0,coast,data/external/dartis/raw/nc/nc-0251-03-000016.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0251-03-000016.png,data/derived/v06_water_masks/safe_water/nc/nc-0251-03-000016.png,OSM_GEOGRAPHIC_MASK,8,2,239990,0.5859130859375,160912,0.3928515625,248688,0.6071484375,SUCCESS,True,False
nc:nc-0252-03-000017,nc,0,coast,data/external/dartis/raw/nc/nc-0252-03-000017.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0252-03-000017.png,data/derived/v06_water_masks/safe_water/nc/nc-0252-03-000017.png,OSM_GEOGRAPHIC_MASK,8,2,332716,0.812294921875,71289,0.17404541015625,338311,0.82595458984375,SUCCESS,True,False
nc:nc-0253-03-000018,nc,0,coast,data/external/dartis/raw/nc/nc-0253-03-000018.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0253-03-000018.png,data/derived/v06_water_masks/safe_water/nc/nc-0253-03-000018.png,OSM_GEOGRAPHIC_MASK,8,6,186207,0.45460693359375,209626,0.5117822265625,199974,0.4882177734375,SUCCESS,True,False
nc:nc-0254-03-000019,nc,0,coast,data/external/dartis/raw/nc/nc-0254-03-000019.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0254-03-000019.png,data/derived/v06_water_masks/safe_water/nc/nc-0254-03-000019.png,OSM_GEOGRAPHIC_MASK,8,1,156145,0.38121337890625,242585,0.59224853515625,167015,0.40775146484375,SUCCESS,True,False
nc:nc-0255-03-000020,nc,0,coast,data/external/dartis/raw/nc/nc-0255-03-000020.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0255-03-000020.png,data/derived/v06_water_masks/safe_water/nc/nc-0255-03-000020.png,OSM_GEOGRAPHIC_MASK,8,1,351628,0.858466796875,52757,0.12880126953125,356843,0.87119873046875,SUCCESS,True,False
nc:nc-0256-03-000021,nc,0,coast,data/external/dartis/raw/nc/nc-0256-03-000021.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0256-03-000021.png,data/derived/v06_water_masks/safe_water/nc/nc-0256-03-000021.png,OSM_GEOGRAPHIC_MASK,8,2,315444,0.770126953125,88056,0.21498046875,321544,0.78501953125,SUCCESS,True,False
nc:nc-0257-03-000022,nc,0,coast,data/external/dartis/raw/nc/nc-0257-03-000022.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0257-03-000022.png,data/derived/v06_water_masks/safe_water/nc/nc-0257-03-000022.png,OSM_GEOGRAPHIC_MASK,8,3,152141,0.37143798828125,250136,0.61068359375,159464,0.38931640625,SUCCESS,True,False
nc:nc-0258-03-000023,nc,0,coast,data/external/dartis/raw/nc/nc-0258-03-000023.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0258-03-000023.png,data/derived/v06_water_masks/safe_water/nc/nc-0258-03-000023.png,OSM_GEOGRAPHIC_MASK,8,1,248551,0.60681396484375,153170,0.3739501953125,256430,0.6260498046875,SUCCESS,True,False
nc:nc-0259-03-000024,nc,0,coast,data/external/dartis/raw/nc/nc-0259-03-000024.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0259-03-000024.png,data/derived/v06_water_masks/safe_water/nc/nc-0259-03-000024.png,OSM_GEOGRAPHIC_MASK,8,2,277883,0.67842529296875,123386,0.3012353515625,286214,0.6987646484375,SUCCESS,True,False
nc:nc-0260-03-000025,nc,0,coast,data/external/dartis/raw/nc/nc-0260-03-000025.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0260-03-000025.png,data/derived/v06_water_masks/safe_water/nc/nc-0260-03-000025.png,OSM_GEOGRAPHIC_MASK,8,1,263815,0.64407958984375,132767,0.32413818359375,276833,0.67586181640625,SUCCESS,True,False
nc:nc-0261-03-000026,nc,0,coast,data/external/dartis/raw/nc/nc-0261-03-000026.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0261-03-000026.png,data/derived/v06_water_masks/safe_water/nc/nc-0261-03-000026.png,OSM_GEOGRAPHIC_MASK,8,4,280910,0.6858154296875,117011,0.28567138671875,292589,0.71432861328125,SUCCESS,True,False
nc:nc-0262-03-000027,nc,0,coast,data/external/dartis/raw/nc/nc-0262-03-000027.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0262-03-000027.png,data/derived/v06_water_masks/safe_water/nc/nc-0262-03-000027.png,OSM_GEOGRAPHIC_MASK,8,5,310982,0.7592333984375,91418,0.2231884765625,318182,0.7768115234375,SUCCESS,True,False
nc:nc-0263-03-000028,nc,0,coast,data/external/dartis/raw/nc/nc-0263-03-000028.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0263-03-000028.png,data/derived/v06_water_masks/safe_water/nc/nc-0263-03-000028.png,OSM_GEOGRAPHIC_MASK,8,1,246460,0.601708984375,154718,0.3777294921875,254882,0.6222705078125,SUCCESS,True,False
nc:nc-0264-03-000029,nc,0,coast,data/external/dartis/raw/nc/nc-0264-03-000029.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0264-03-000029.png,data/derived/v06_water_masks/safe_water/nc/nc-0264-03-000029.png,OSM_GEOGRAPHIC_MASK,8,5,191540,0.467626953125,208947,0.51012451171875,200653,0.48987548828125,SUCCESS,True,False
nc:nc-0265-03-000030,nc,0,coast,data/external/dartis/raw/nc/nc-0265-03-000030.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0265-03-000030.png,data/derived/v06_water_masks/safe_water/nc/nc-0265-03-000030.png,OSM_GEOGRAPHIC_MASK,8,5,357748,0.873408203125,40056,0.09779296875,369544,0.90220703125,SUCCESS,True,False
nc:nc-0266-03-000031,nc,0,coast,data/external/dartis/raw/nc/nc-0266-03-000031.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0266-03-000031.png,data/derived/v06_water_masks/safe_water/nc/nc-0266-03-000031.png,OSM_GEOGRAPHIC_MASK,8,5,27173,0.06634033203125,376343,0.91880615234375,33257,0.08119384765625,SUCCESS,True,False
nc:nc-0267-03-000032,nc,0,coast,data/external/dartis/raw/nc/nc-0267-03-000032.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0267-03-000032.png,data/derived/v06_water_masks/safe_water/nc/nc-0267-03-000032.png,OSM_GEOGRAPHIC_MASK,8,6,134108,0.327412109375,260994,0.6371923828125,148606,0.3628076171875,SUCCESS,True,False
nc:nc-0268-03-000033,nc,0,coast,data/external/dartis/raw/nc/nc-0268-03-000033.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0268-03-000033.png,data/derived/v06_water_masks/safe_water/nc/nc-0268-03-000033.png,OSM_GEOGRAPHIC_MASK,8,1,203670,0.4972412109375,197795,0.48289794921875,211805,0.51710205078125,SUCCESS,True,False
nc:nc-0269-03-000034,nc,0,coast,data/external/dartis/raw/nc/nc-0269-03-000034.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0269-03-000034.png,data/derived/v06_water_masks/safe_water/nc/nc-0269-03-000034.png,OSM_GEOGRAPHIC_MASK,8,1,180022,0.4395068359375,220761,0.53896728515625,188839,0.46103271484375,SUCCESS,True,False
nc:nc-0270-03-000035,nc,0,coast,data/external/dartis/raw/nc/nc-0270-03-000035.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0270-03-000035.png,data/derived/v06_water_masks/safe_water/nc/nc-0270-03-000035.png,OSM_GEOGRAPHIC_MASK,8,27,338779,0.82709716796875,52648,0.12853515625,356952,0.87146484375,SUCCESS,True,False
nc:nc-0271-03-000036,nc,0,coast,data/external/dartis/raw/nc/nc-0271-03-000036.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0271-03-000036.png,data/derived/v06_water_masks/safe_water/nc/nc-0271-03-000036.png,OSM_GEOGRAPHIC_MASK,8,1,10031,0.02448974609375,397138,0.9695751953125,12462,0.0304248046875,SUCCESS,True,False
nc:nc-0272-03-000037,nc,0,coast,data/external/dartis/raw/nc/nc-0272-03-000037.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0272-03-000037.png,data/derived/v06_water_masks/safe_water/nc/nc-0272-03-000037.png,OSM_GEOGRAPHIC_MASK,8,1,303987,0.74215576171875,97336,0.23763671875,312264,0.76236328125,SUCCESS,True,False
nc:nc-0273-03-000038,nc,0,coast,data/external/dartis/raw/nc/nc-0273-03-000038.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0273-03-000038.png,data/derived/v06_water_masks/safe_water/nc/nc-0273-03-000038.png,OSM_GEOGRAPHIC_MASK,8,2,373306,0.9113916015625,32171,0.07854248046875,377429,0.92145751953125,SUCCESS,True,False
nc:nc-0274-03-000039,nc,0,coast,data/external/dartis/raw/nc/nc-0274-03-000039.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0274-03-000039.png,data/derived/v06_water_masks/safe_water/nc/nc-0274-03-000039.png,OSM_GEOGRAPHIC_MASK,8,3,276802,0.6757861328125,122720,0.299609375,286880,0.700390625,SUCCESS,True,False
nc:nc-0275-03-000040,nc,0,coast,data/external/dartis/raw/nc/nc-0275-03-000040.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0275-03-000040.png,data/derived/v06_water_masks/safe_water/nc/nc-0275-03-000040.png,OSM_GEOGRAPHIC_MASK,8,3,187330,0.4573486328125,213910,0.5222412109375,195690,0.4777587890625,SUCCESS,True,False
nc:nc-0276-03-000041,nc,0,coast,data/external/dartis/raw/nc/nc-0276-03-000041.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0276-03-000041.png,data/derived/v06_water_masks/safe_water/nc/nc-0276-03-000041.png,OSM_GEOGRAPHIC_MASK,8,1,388211,0.94778076171875,14252,0.034794921875,395348,0.965205078125,SUCCESS,True,False
nc:nc-0277-03-000042,nc,0,coast,data/external/dartis/raw/nc/nc-0277-03-000042.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0277-03-000042.png,data/derived/v06_water_masks/safe_water/nc/nc-0277-03-000042.png,OSM_GEOGRAPHIC_MASK,8,1,293164,0.715732421875,107317,0.26200439453125,302283,0.73799560546875,SUCCESS,True,False
nc:nc-0278-03-000043,nc,0,coast,data/external/dartis/raw/nc/nc-0278-03-000043.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0278-03-000043.png,data/derived/v06_water_masks/safe_water/nc/nc-0278-03-000043.png,OSM_GEOGRAPHIC_MASK,8,3,349378,0.8529736328125,45644,0.111435546875,363956,0.888564453125,SUCCESS,True,False
nc:nc-0279-03-000044,nc,0,coast,data/external/dartis/raw/nc/nc-0279-03-000044.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0279-03-000044.png,data/derived/v06_water_masks/safe_water/nc/nc-0279-03-000044.png,OSM_GEOGRAPHIC_MASK,8,1,211733,0.51692626953125,186714,0.4558447265625,222886,0.5441552734375,SUCCESS,True,False
nc:nc-0280-04-000001,nc,0,coast,data/external/dartis/raw/nc/nc-0280-04-000001.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0280-04-000001.png,data/derived/v06_water_masks/safe_water/nc/nc-0280-04-000001.png,OSM_GEOGRAPHIC_MASK,8,2,208084,0.508017578125,188233,0.45955322265625,221367,0.54044677734375,SUCCESS,True,False
nc:nc-0281-04-000002,nc,0,coast,data/external/dartis/raw/nc/nc-0281-04-000002.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0281-04-000002.png,data/derived/v06_water_masks/safe_water/nc/nc-0281-04-000002.png,OSM_GEOGRAPHIC_MASK,8,6,553,0.00135009765625,407073,0.99383056640625,2527,0.00616943359375,SUCCESS,True,False
nc:nc-0282-04-000003,nc,0,coast,data/external/dartis/raw/nc/nc-0282-04-000003.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0282-04-000003.png,data/derived/v06_water_masks/safe_water/nc/nc-0282-04-000003.png,OSM_GEOGRAPHIC_MASK,8,1,118103,0.28833740234375,284076,0.693544921875,125524,0.306455078125,SUCCESS,True,False
nc:nc-0283-04-000004,nc,0,coast,data/external/dartis/raw/nc/nc-0283-04-000004.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0283-04-000004.png,data/derived/v06_water_masks/safe_water/nc/nc-0283-04-000004.png,OSM_GEOGRAPHIC_MASK,8,1,154949,0.37829345703125,244745,0.59752197265625,164855,0.40247802734375,SUCCESS,True,False
nc:nc-0284-04-000005,nc,0,coast,data/external/dartis/raw/nc/nc-0284-04-000005.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0284-04-000005.png,data/derived/v06_water_masks/safe_water/nc/nc-0284-04-000005.png,OSM_GEOGRAPHIC_MASK,8,7,272827,0.66608154296875,107559,0.26259521484375,302041,0.73740478515625,SUCCESS,True,False
nc:nc-0285-04-000006,nc,0,coast,data/external/dartis/raw/nc/nc-0285-04-000006.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0285-04-000006.png,data/derived/v06_water_masks/safe_water/nc/nc-0285-04-000006.png,OSM_GEOGRAPHIC_MASK,8,2,43429,0.10602783203125,361160,0.88173828125,48440,0.11826171875,SUCCESS,True,False
nc:nc-0286-04-000007,nc,0,coast,data/external/dartis/raw/nc/nc-0286-04-000007.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0286-04-000007.png,data/derived/v06_water_masks/safe_water/nc/nc-0286-04-000007.png,OSM_GEOGRAPHIC_MASK,8,1,86052,0.210087890625,317048,0.77404296875,92552,0.22595703125,SUCCESS,True,False
nc:nc-0287-04-000008,nc,0,coast,data/external/dartis/raw/nc/nc-0287-04-000008.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0287-04-000008.png,data/derived/v06_water_masks/safe_water/nc/nc-0287-04-000008.png,OSM_GEOGRAPHIC_MASK,8,2,406749,0.99303955078125,939,0.00229248046875,408661,0.99770751953125,SUCCESS,True,False
nc:nc-0288-04-000009,nc,0,coast,data/external/dartis/raw/nc/nc-0288-04-000009.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0288-04-000009.png,data/derived/v06_water_masks/safe_water/nc/nc-0288-04-000009.png,OSM_GEOGRAPHIC_MASK,8,1,389166,0.9501123046875,17190,0.0419677734375,392410,0.9580322265625,SUCCESS,True,False
nc:nc-0289-04-000010,nc,0,coast,data/external/dartis/raw/nc/nc-0289-04-000010.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0289-04-000010.png,data/derived/v06_water_masks/safe_water/nc/nc-0289-04-000010.png,OSM_GEOGRAPHIC_MASK,8,5,257243,0.62803466796875,134038,0.3272412109375,275562,0.6727587890625,SUCCESS,True,False
nc:nc-0290-04-000011,nc,0,coast,data/external/dartis/raw/nc/nc-0290-04-000011.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0290-04-000011.png,data/derived/v06_water_masks/safe_water/nc/nc-0290-04-000011.png,OSM_GEOGRAPHIC_MASK,8,1,87833,0.21443603515625,311315,0.76004638671875,98285,0.23995361328125,SUCCESS,True,False
nc:nc-0291-04-000012,nc,0,coast,data/external/dartis/raw/nc/nc-0291-04-000012.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0291-04-000012.png,data/derived/v06_water_masks/safe_water/nc/nc-0291-04-000012.png,OSM_GEOGRAPHIC_MASK,8,1,66584,0.16255859375,335471,0.81902099609375,74129,0.18097900390625,SUCCESS,True,False
nc:nc-0292-04-000013,nc,0,coast,data/external/dartis/raw/nc/nc-0292-04-000013.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0292-04-000013.png,data/derived/v06_water_masks/safe_water/nc/nc-0292-04-000013.png,OSM_GEOGRAPHIC_MASK,8,6,94225,0.23004150390625,307298,0.7502392578125,102302,0.2497607421875,SUCCESS,True,False
nc:nc-0293-04-000014,nc,0,coast,data/external/dartis/raw/nc/nc-0293-04-000014.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0293-04-000014.png,data/derived/v06_water_masks/safe_water/nc/nc-0293-04-000014.png,OSM_GEOGRAPHIC_MASK,8,1,399737,0.97592041015625,7669,0.01872314453125,401931,0.98127685546875,SUCCESS,True,False
nc:nc-0294-04-000015,nc,0,coast,data/external/dartis/raw/nc/nc-0294-04-000015.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0294-04-000015.png,data/derived/v06_water_masks/safe_water/nc/nc-0294-04-000015.png,OSM_GEOGRAPHIC_MASK,8,1,72737,0.17758056640625,326777,0.79779541015625,82823,0.20220458984375,SUCCESS,True,False
nc:nc-0295-04-000016,nc,0,coast,data/external/dartis/raw/nc/nc-0295-04-000016.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0295-04-000016.png,data/derived/v06_water_masks/safe_water/nc/nc-0295-04-000016.png,OSM_GEOGRAPHIC_MASK,8,11,137555,0.33582763671875,263414,0.6431005859375,146186,0.3568994140625,SUCCESS,True,False
nc:nc-0296-04-000017,nc,0,coast,data/external/dartis/raw/nc/nc-0296-04-000017.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0296-04-000017.png,data/derived/v06_water_masks/safe_water/nc/nc-0296-04-000017.png,OSM_GEOGRAPHIC_MASK,8,1,53499,0.13061279296875,350080,0.8546875,59520,0.1453125,SUCCESS,True,False
nc:nc-0297-04-000018,nc,0,coast,data/external/dartis/raw/nc/nc-0297-04-000018.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0297-04-000018.png,data/derived/v06_water_masks/safe_water/nc/nc-0297-04-000018.png,OSM_GEOGRAPHIC_MASK,8,22,44813,0.10940673828125,351918,0.8591748046875,57682,0.1408251953125,SUCCESS,True,False
nc:nc-0298-04-000019,nc,0,coast,data/external/dartis/raw/nc/nc-0298-04-000019.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0298-04-000019.png,data/derived/v06_water_masks/safe_water/nc/nc-0298-04-000019.png,OSM_GEOGRAPHIC_MASK,8,1,367011,0.89602294921875,36858,0.0899853515625,372742,0.9100146484375,SUCCESS,True,False
nc:nc-0299-04-000020,nc,0,coast,data/external/dartis/raw/nc/nc-0299-04-000020.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0299-04-000020.png,data/derived/v06_water_masks/safe_water/nc/nc-0299-04-000020.png,OSM_GEOGRAPHIC_MASK,8,3,15904,0.038828125,388580,0.948681640625,21020,0.051318359375,SUCCESS,True,False
nc:nc-0300-04-000021,nc,0,coast,data/external/dartis/raw/nc/nc-0300-04-000021.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0300-04-000021.png,data/derived/v06_water_masks/safe_water/nc/nc-0300-04-000021.png,OSM_GEOGRAPHIC_MASK,8,1,3550,0.0086669921875,402105,0.98170166015625,7495,0.01829833984375,SUCCESS,True,False
nc:nc-0301-04-000022,nc,0,coast,data/external/dartis/raw/nc/nc-0301-04-000022.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0301-04-000022.png,data/derived/v06_water_masks/safe_water/nc/nc-0301-04-000022.png,OSM_GEOGRAPHIC_MASK,8,1,29756,0.072646484375,375664,0.9171484375,33936,0.0828515625,SUCCESS,True,False
nc:nc-0302-04-000023,nc,0,coast,data/external/dartis/raw/nc/nc-0302-04-000023.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0302-04-000023.png,data/derived/v06_water_masks/safe_water/nc/nc-0302-04-000023.png,OSM_GEOGRAPHIC_MASK,8,2,74993,0.18308837890625,326945,0.79820556640625,82655,0.20179443359375,SUCCESS,True,False
nc:nc-0303-04-000024,nc,0,coast,data/external/dartis/raw/nc/nc-0303-04-000024.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0303-04-000024.png,data/derived/v06_water_masks/safe_water/nc/nc-0303-04-000024.png,OSM_GEOGRAPHIC_MASK,8,2,55339,0.13510498046875,346693,0.84641845703125,62907,0.15358154296875,SUCCESS,True,False
nc:nc-0304-04-000025,nc,0,coast,data/external/dartis/raw/nc/nc-0304-04-000025.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0304-04-000025.png,data/derived/v06_water_masks/safe_water/nc/nc-0304-04-000025.png,OSM_GEOGRAPHIC_MASK,8,1,514,0.0012548828125,408462,0.9972216796875,1138,0.0027783203125,SUCCESS,True,False
nc:nc-0305-04-000026,nc,0,coast,data/external/dartis/raw/nc/nc-0305-04-000026.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0305-04-000026.png,data/derived/v06_water_masks/safe_water/nc/nc-0305-04-000026.png,OSM_GEOGRAPHIC_MASK,8,2,172497,0.42113525390625,224903,0.54907958984375,184697,0.45092041015625,SUCCESS,True,False
nc:nc-0306-04-000027,nc,0,coast,data/external/dartis/raw/nc/nc-0306-04-000027.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0306-04-000027.png,data/derived/v06_water_masks/safe_water/nc/nc-0306-04-000027.png,OSM_GEOGRAPHIC_MASK,8,8,85063,0.20767333984375,315061,0.76919189453125,94539,0.23080810546875,SUCCESS,True,False
nc:nc-0307-04-000028,nc,0,coast,data/external/dartis/raw/nc/nc-0307-04-000028.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0307-04-000028.png,data/derived/v06_water_masks/safe_water/nc/nc-0307-04-000028.png,OSM_GEOGRAPHIC_MASK,8,1,160750,0.3924560546875,238860,0.583154296875,170740,0.416845703125,SUCCESS,True,False
nc:nc-0308-04-000029,nc,0,coast,data/external/dartis/raw/nc/nc-0308-04-000029.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0308-04-000029.png,data/derived/v06_water_masks/safe_water/nc/nc-0308-04-000029.png,OSM_GEOGRAPHIC_MASK,8,7,190267,0.46451904296875,204110,0.4983154296875,205490,0.5016845703125,SUCCESS,True,False
nc:nc-0309-04-000030,nc,0,coast,data/external/dartis/raw/nc/nc-0309-04-000030.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0309-04-000030.png,data/derived/v06_water_masks/safe_water/nc/nc-0309-04-000030.png,OSM_GEOGRAPHIC_MASK,8,1,20087,0.04904052734375,386019,0.94242919921875,23581,0.05757080078125,SUCCESS,True,False
nc:nc-0310-04-000031,nc,0,coast,data/external/dartis/raw/nc/nc-0310-04-000031.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0310-04-000031.png,data/derived/v06_water_masks/safe_water/nc/nc-0310-04-000031.png,OSM_GEOGRAPHIC_MASK,8,2,141447,0.34532958984375,260222,0.6353076171875,149378,0.3646923828125,SUCCESS,True,False
nc:nc-0311-04-000032,nc,0,coast,data/external/dartis/raw/nc/nc-0311-04-000032.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0311-04-000032.png,data/derived/v06_water_masks/safe_water/nc/nc-0311-04-000032.png,OSM_GEOGRAPHIC_MASK,8,2,24912,0.0608203125,379742,0.9271044921875,29858,0.0728955078125,SUCCESS,True,False
nc:nc-0312-04-000033,nc,0,coast,data/external/dartis/raw/nc/nc-0312-04-000033.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0312-04-000033.png,data/derived/v06_water_masks/safe_water/nc/nc-0312-04-000033.png,OSM_GEOGRAPHIC_MASK,8,13,303123,0.74004638671875,93015,0.22708740234375,316585,0.77291259765625,SUCCESS,True,False
nc:nc-0313-04-000034,nc,0,coast,data/external/dartis/raw/nc/nc-0313-04-000034.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0313-04-000034.png,data/derived/v06_water_masks/safe_water/nc/nc-0313-04-000034.png,OSM_GEOGRAPHIC_MASK,8,31,28439,0.06943115234375,364220,0.889208984375,45380,0.110791015625,SUCCESS,True,False
nc:nc-0314-04-000035,nc,0,coast,data/external/dartis/raw/nc/nc-0314-04-000035.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0314-04-000035.png,data/derived/v06_water_masks/safe_water/nc/nc-0314-04-000035.png,OSM_GEOGRAPHIC_MASK,8,2,34135,0.08333740234375,371440,0.9068359375,38160,0.0931640625,SUCCESS,True,False
nc:nc-0315-04-000036,nc,0,coast,data/external/dartis/raw/nc/nc-0315-04-000036.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0315-04-000036.png,data/derived/v06_water_masks/safe_water/nc/nc-0315-04-000036.png,OSM_GEOGRAPHIC_MASK,8,3,20331,0.04963623046875,384853,0.93958251953125,24747,0.06041748046875,SUCCESS,True,False
nc:nc-0316-04-000037,nc,0,coast,data/external/dartis/raw/nc/nc-0316-04-000037.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0316-04-000037.png,data/derived/v06_water_masks/safe_water/nc/nc-0316-04-000037.png,OSM_GEOGRAPHIC_MASK,8,1,52859,0.12905029296875,351423,0.85796630859375,58177,0.14203369140625,SUCCESS,True,False
nc:nc-0317-04-000038,nc,0,coast,data/external/dartis/raw/nc/nc-0317-04-000038.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0317-04-000038.png,data/derived/v06_water_masks/safe_water/nc/nc-0317-04-000038.png,OSM_GEOGRAPHIC_MASK,8,3,70254,0.1715185546875,328916,0.803017578125,80684,0.196982421875,SUCCESS,True,False
nc:nc-0318-04-000039,nc,0,coast,data/external/dartis/raw/nc/nc-0318-04-000039.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0318-04-000039.png,data/derived/v06_water_masks/safe_water/nc/nc-0318-04-000039.png,OSM_GEOGRAPHIC_MASK,8,2,159866,0.3902978515625,237741,0.58042236328125,171859,0.41957763671875,SUCCESS,True,False
nc:nc-0319-04-000040,nc,0,coast,data/external/dartis/raw/nc/nc-0319-04-000040.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0319-04-000040.png,data/derived/v06_water_masks/safe_water/nc/nc-0319-04-000040.png,OSM_GEOGRAPHIC_MASK,8,1,141986,0.3466455078125,258356,0.630751953125,151244,0.369248046875,SUCCESS,True,False
nc:nc-0320-04-000041,nc,0,coast,data/external/dartis/raw/nc/nc-0320-04-000041.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0320-04-000041.png,data/derived/v06_water_masks/safe_water/nc/nc-0320-04-000041.png,OSM_GEOGRAPHIC_MASK,8,1,104769,0.25578369140625,297474,0.7262548828125,112126,0.2737451171875,SUCCESS,True,False
nc:nc-0321-04-000042,nc,0,coast,data/external/dartis/raw/nc/nc-0321-04-000042.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0321-04-000042.png,data/derived/v06_water_masks/safe_water/nc/nc-0321-04-000042.png,OSM_GEOGRAPHIC_MASK,8,1,155511,0.37966552734375,244844,0.597763671875,164756,0.402236328125,SUCCESS,True,False
